area_mean_px,area_median_px,aspect_ratio_mean,budding_proxy_frac,cell_count,cell_density_per_Mpx,cell_gray_mean,cell_sat_mean,clustering_R,coverage_frac,ecc_mean,ecc_median,file,focus_var,fov_area_px,fov_circularity,fov_r,height,method,scale,width
416.2,422.0,1.1498,0.017,117,419.4,115.4,127.7,1.2166,0.1745,0.445,0.4392,IMG_5380.jpg,98.7,278985,0.981,314.5,1100,cellpose,0.688,825
441.9,435.0,1.1424,0.0,115,409.5,121.9,117.9,1.2199,0.181,0.4449,0.4512,IMG_5381.jpg,107.4,280817,0.982,315.3,1100,cellpose,0.688,825
433.0,435.0,1.2116,0.018,109,383.0,116.9,122.9,1.2562,0.1659,0.5088,0.497,IMG_5382.jpg,87.5,284565,0.982,317.1,1100,cellpose,0.688,825
418.0,429.0,1.1795,0.016,127,452.3,117.7,122.4,1.2329,0.1891,0.4893,0.4799,IMG_5383.jpg,90.1,280817,0.978,315.5,1100,cellpose,0.688,825
458.4,462.0,1.1273,0.0,109,388.2,112.6,133.7,1.1806,0.1779,0.4368,0.4446,IMG_5384.jpg,96.3,280817,0.978,315.5,1100,cellpose,0.688,825
453.6,448.5,1.1392,0.0,128,449.8,113.4,133.8,1.2836,0.204,0.4421,0.4424,IMG_5385.jpg,100.1,284565,0.98,317.0,1100,cellpose,0.688,825
432.0,432.0,1.1633,0.0,143,505.8,112.5,134.2,1.2658,0.2185,0.4777,0.4724,IMG_5386.jpg,114.7,282697,0.979,316.7,1100,cellpose,0.688,825
425.8,429.5,1.1539,0.014,142,499.0,113.8,129.2,1.2165,0.2125,0.4574,0.4699,IMG_5387.jpg,108.5,284565,0.979,317.1,1100,cellpose,0.688,825
427.3,426.5,1.1427,0.013,80,281.1,131.2,105.8,1.2133,0.1201,0.4423,0.4347,IMG_5388.jpg,81.5,284565,0.982,317.3,1100,cellpose,0.688,825
408.8,415.0,1.281,0.028,72,253.0,135.4,99.4,0.9879,0.1034,0.5647,0.5373,IMG_5389.jpg,74.2,284565,0.983,317.3,1100,cellpose,0.688,825
417.7,423.0,1.2011,0.0,73,256.5,121.1,129.4,1.102,0.1072,0.5367,0.5399,IMG_5390.jpg,73.6,284565,0.978,317.5,1100,cellpose,0.688,825
482.0,485.0,1.2859,0.0,83,295.6,117.5,143.8,1.1296,0.1425,0.6072,0.6271,IMG_5391.jpg,80.6,280817,0.976,315.4,1100,cellpose,0.688,825
472.3,471.0,1.2318,0.0,93,326.8,117.2,141.5,1.1388,0.1544,0.5564,0.5717,IMG_5392.jpg,96.9,284565,0.979,317.9,1100,cellpose,0.688,825
438.8,419.5,1.1674,0.0,64,229.4,125.3,130.6,1.0503,0.1007,0.4855,0.4951,IMG_5393.jpg,76.0,278985,0.985,314.5,1100,cellpose,0.688,825
354.4,324.0,1.4159,0.071,84,299.1,131.2,111.9,0.9832,0.106,0.6571,0.6742,IMG_5394.jpg,83.3,280817,0.982,315.1,1100,cellpose,0.688,825
393.5,394.5,1.1887,0.031,64,227.9,131.8,106.5,1.0555,0.0897,0.4948,0.491,IMG_5395.jpg,79.8,280817,0.981,315.3,1100,cellpose,0.688,825
403.9,414.0,1.2817,0.015,67,237.0,132.2,103.5,1.1662,0.0957,0.5618,0.6012,IMG_5396.jpg,74.8,282697,0.983,316.4,1100,cellpose,0.688,825
452.6,465.0,1.1703,0.041,73,256.5,121.8,117.7,1.2287,0.1161,0.4746,0.4773,IMG_5397.jpg,90.8,284565,0.979,317.1,1100,cellpose,0.688,825
479.9,455.0,1.2486,0.0,71,251.2,111.8,144.4,1.1778,0.1205,0.576,0.5797,IMG_5398.jpg,88.8,282697,0.977,316.8,1100,cellpose,0.688,825
450.3,466.5,1.1666,0.009,106,372.5,128.7,106.3,1.2241,0.1678,0.4683,0.4733,IMG_5399.jpg,104.3,284565,0.983,317.0,1100,cellpose,0.688,825
447.5,459.5,1.1609,0.009,106,372.5,129.3,106.3,1.199,0.1667,0.4735,0.4676,IMG_5400.jpg,101.4,284565,0.98,316.9,1100,cellpose,0.688,825
433.7,434.0,1.3088,0.044,91,317.7,126.1,108.6,1.0637,0.1378,0.5823,0.5871,IMG_5401.jpg,97.4,286453,0.98,317.9,1100,cellpose,0.688,825
393.6,404.0,1.2398,0.02,98,392.4,136.9,105.0,1.2141,0.1544,0.4998,0.4935,IMG_5402.jpg,60.1,249773,0.983,297.5,1100,cellpose,0.688,825
433.9,426.0,1.2386,0.011,180,628.4,125.8,121.9,1.2537,0.2726,0.5574,0.5631,IMG_5403.jpg,120.4,286453,0.976,318.6,1100,cellpose,0.688,825
446.9,456.0,1.165,0.043,115,404.1,133.2,103.5,1.2458,0.1806,0.4792,0.4915,IMG_5404.jpg,112.3,284565,0.98,317.6,1100,cellpose,0.688,825
444.2,449.0,1.1944,0.007,139,491.7,134.1,103.0,1.3603,0.2184,0.4985,0.4899,IMG_5405.jpg,107.3,282697,0.982,316.6,1100,cellpose,0.688,825
355.6,312.0,1.455,0.037,82,288.2,136.4,104.7,0.9992,0.1025,0.6703,0.7125,IMG_5406.jpg,97.9,284565,0.983,317.7,1100,cellpose,0.688,825
461.4,432.0,1.2244,0.0,127,443.4,114.3,135.2,1.2767,0.2046,0.5502,0.5651,IMG_5407.jpg,101.1,286453,0.981,318.3,1100,cellpose,0.688,825
547.6,560.0,1.2366,0.0,56,196.8,124.7,134.6,1.2004,0.1078,0.5543,0.5753,IMG_5408.jpg,90.1,284565,0.984,317.7,1100,cellpose,0.688,825
463.1,487.0,1.2851,0.024,82,286.3,138.9,98.6,1.0723,0.1326,0.5504,0.523,IMG_5409.jpg,91.9,286453,0.982,318.8,1100,cellpose,0.688,825
461.3,446.0,1.1552,0.008,119,415.4,133.0,106.9,1.2549,0.1916,0.4718,0.4693,IMG_5410.jpg,108.4,286453,0.977,318.7,1100,cellpose,0.688,825
410.8,416.0,1.2029,0.005,182,639.6,129.1,115.9,1.2358,0.2627,0.5197,0.5299,IMG_5411.jpg,121.1,284565,0.977,317.8,1100,cellpose,0.688,825
457.8,478.0,1.1797,0.0,65,223.9,111.6,128.3,1.0818,0.1025,0.4915,0.4846,IMG_5431.jpg,80.9,290273,0.987,321.0,1100,cellpose,0.688,825
518.1,503.5,1.2868,0.0,72,246.4,105.7,144.3,1.1349,0.1277,0.5925,0.6045,IMG_5432.jpg,83.2,292201,0.98,321.7,1100,cellpose,0.688,825
512.8,491.0,1.2988,0.011,89,304.6,104.0,147.7,1.1149,0.1562,0.5974,0.5875,IMG_5433.jpg,76.8,292201,0.981,321.5,1100,cellpose,0.688,825
429.6,422.0,1.1765,0.014,73,249.8,119.8,127.0,1.0935,0.1073,0.4869,0.5004,IMG_5434.jpg,83.3,292201,0.986,321.2,1100,cellpose,0.688,825
494.8,495.5,1.3402,0.011,90,308.0,103.2,149.2,1.1937,0.1524,0.633,0.6264,IMG_5435.jpg,84.0,292201,0.976,321.8,1100,cellpose,0.688,825
414.2,420.0,1.2582,0.037,54,186.0,115.6,127.3,1.0189,0.0771,0.5446,0.5311,IMG_5436.jpg,79.5,290273,0.988,321.0,1100,cellpose,0.688,825
350.0,269.0,1.4012,0.071,70,239.6,127.7,114.9,0.8879,0.0839,0.6488,0.6928,IMG_5437.jpg,82.5,292201,0.985,321.5,1100,cellpose,0.688,825
381.7,376.0,1.2562,0.03,67,229.3,129.1,119.4,1.1698,0.0875,0.5644,0.5815,IMG_5438.jpg,83.0,292201,0.985,321.7,1100,cellpose,0.688,825
496.2,481.0,1.2981,0.0,71,243.0,118.1,138.4,1.0386,0.1206,0.6093,0.6428,IMG_5439.jpg,78.3,292201,0.985,321.5,1100,cellpose,0.688,825
523.1,510.5,1.3041,0.017,58,198.5,116.3,138.6,1.0257,0.1038,0.6092,0.6434,IMG_5440.jpg,72.9,292201,0.985,321.5,1100,cellpose,0.688,825
310.7,273.5,1.4334,0.076,66,225.9,128.9,112.7,0.8917,0.0702,0.6637,0.7033,IMG_5441.jpg,73.3,292201,0.985,321.4,1100,cellpose,0.688,825
398.6,417.0,1.2812,0.037,54,184.8,126.0,120.6,0.9865,0.0737,0.5746,0.5742,IMG_5442.jpg,75.2,292201,0.983,321.8,1100,cellpose,0.688,825
329.2,284.5,1.4892,0.023,88,301.2,132.5,113.2,0.808,0.0991,0.708,0.7425,IMG_5443.jpg,71.5,292201,0.985,321.5,1100,cellpose,0.688,825
441.8,434.0,1.2874,0.027,73,249.8,118.5,138.4,1.0304,0.1104,0.5978,0.6031,IMG_5444.jpg,74.9,292201,0.984,321.6,1100,cellpose,0.688,825
395.3,389.0,1.198,0.017,115,386.0,133.1,112.6,1.1477,0.1526,0.5073,0.5136,IMG_5445.jpg,130.8,297965,0.979,325.2,1100,cellpose,0.688,825
485.4,464.0,1.3013,0.01,97,329.8,118.7,132.6,1.1698,0.1601,0.6006,0.6205,IMG_5446.jpg,86.5,294137,0.978,322.7,1100,cellpose,0.688,825
429.9,413.5,1.2274,0.009,114,387.6,123.1,129.6,1.1477,0.1666,0.542,0.5866,IMG_5447.jpg,88.3,294137,0.982,322.4,1100,cellpose,0.688,825
335.4,305.0,1.4096,0.041,73,248.2,134.9,107.3,0.9539,0.0832,0.6587,0.7011,IMG_5448.jpg,78.8,294137,0.979,322.9,1100,cellpose,0.688,825
412.0,432.0,1.2284,0.027,73,248.2,126.7,114.8,1.1827,0.1023,0.524,0.5131,IMG_5449.jpg,91.4,294137,0.98,322.3,1100,cellpose,0.688,825
334.3,293.0,1.4326,0.04,101,343.4,130.5,110.9,1.0318,0.1148,0.671,0.7029,IMG_5450.jpg,95.0,294137,0.981,322.6,1100,cellpose,0.688,825
487.1,470.0,1.3559,0.036,110,374.0,111.0,141.8,1.2186,0.1822,0.6442,0.6666,IMG_5451.jpg,98.2,294137,0.978,322.5,1100,cellpose,0.688,825
488.6,462.0,1.3066,0.0,129,441.5,111.2,139.8,1.3035,0.2157,0.6082,0.6217,IMG_5452.jpg,94.9,292201,0.972,322.1,1100,cellpose,0.688,825
434.4,401.0,1.2671,0.006,165,550.3,122.0,124.6,1.2616,0.239,0.5776,0.5967,IMG_5490.jpg,145.6,299861,0.979,326.3,1100,cellpose,0.688,825
397.7,391.0,1.2101,0.03,165,550.3,130.0,120.8,1.2691,0.2189,0.5192,0.531,IMG_5491.jpg,125.2,299861,0.982,325.8,1100,cellpose,0.688,825
392.8,400.0,1.24,0.041,123,410.2,130.4,115.9,1.2382,0.1611,0.5349,0.5529,IMG_5492.jpg,134.5,299861,0.982,325.8,1100,cellpose,0.688,825
414.9,403.0,1.2654,0.014,141,470.2,126.8,125.6,1.184,0.1951,0.5669,0.5692,IMG_5493.jpg,130.9,299861,0.983,326.0,1100,cellpose,0.688,825
414.5,392.0,1.1892,0.021,142,470.4,128.4,119.6,1.2394,0.195,0.491,0.5,IMG_5494.jpg,143.8,301893,0.979,326.7,1100,cellpose,0.688,825
417.7,400.0,1.2243,0.012,163,539.9,125.9,116.6,1.2196,0.2255,0.5308,0.5394,IMG_5495.jpg,131.3,301893,0.977,327.4,1100,cellpose,0.688,825
292.3,268.0,1.5087,0.132,106,353.5,139.0,99.4,0.9459,0.1033,0.7084,0.7403,IMG_5496.jpg,111.9,299861,0.977,326.3,1100,cellpose,0.688,825
283.8,269.0,1.4743,0.046,108,357.7,135.6,102.5,1.0147,0.1015,0.693,0.7241,IMG_5497.jpg,132.4,301893,0.977,326.8,1100,cellpose,0.688,825
324.7,269.0,1.421,0.067,135,447.2,133.6,100.8,1.122,0.1452,0.6586,0.6726,IMG_5498.jpg,128.3,301893,0.979,326.5,1100,cellpose,0.688,825
321.1,287.5,1.3209,0.125,64,210.7,138.6,99.8,1.2171,0.0676,0.6,0.5992,IMG_5499.jpg,120.2,303809,0.974,327.5,1100,cellpose,0.688,825
301.3,265.0,1.4512,0.097,72,238.5,143.4,99.1,1.0255,0.0719,0.6525,0.7167,IMG_5500.jpg,106.7,301893,0.977,326.9,1100,cellpose,0.688,825
303.2,267.0,1.4869,0.064,110,364.4,134.4,109.3,0.9808,0.1105,0.6856,0.7262,IMG_5501.jpg,106.8,301893,0.977,326.5,1100,cellpose,0.688,825
321.1,290.0,1.4327,0.062,81,268.3,138.0,109.2,0.9646,0.0861,0.6752,0.7031,IMG_5502.jpg,101.4,301893,0.977,326.8,1100,cellpose,0.688,825
355.7,266.0,1.4714,0.057,70,233.4,137.6,104.5,0.938,0.083,0.6561,0.7043,IMG_5503.jpg,120.6,299861,0.982,325.6,1100,cellpose,0.688,825
291.2,252.0,1.4829,0.09,67,223.4,141.4,100.7,1.0209,0.0651,0.6971,0.7203,IMG_5504.jpg,113.7,299861,0.979,325.9,1100,cellpose,0.688,825
476.1,445.0,1.3208,0.045,88,295.3,127.4,122.0,1.0207,0.1406,0.6201,0.6508,IMG_5505.jpg,125.2,297965,0.983,325.0,1100,cellpose,0.688,825
560.4,533.0,1.2594,0.023,43,144.3,124.0,132.6,0.947,0.0809,0.5682,0.5882,IMG_5506.jpg,117.1,297965,0.981,325.2,1100,cellpose,0.688,825
572.7,587.0,1.2341,0.034,29,97.3,128.7,123.1,0.9937,0.0557,0.5581,0.5783,IMG_5507.jpg,109.4,297965,0.982,324.5,1100,cellpose,0.688,825
452.3,446.5,1.3035,0.026,76,255.1,128.2,124.9,1.0145,0.1154,0.6127,0.6137,IMG_5508.jpg,124.9,297965,0.984,324.8,1100,cellpose,0.688,825
344.4,317.0,1.33,0.028,72,240.1,140.5,101.0,1.0014,0.0827,0.5973,0.5931,IMG_5509.jpg,113.0,299861,0.98,325.8,1100,cellpose,0.688,825
467.4,467.0,1.2784,0.009,106,355.7,123.6,130.7,1.1329,0.1663,0.5913,0.604,IMG_5510.jpg,132.1,297965,0.98,325.2,1100,cellpose,0.688,825
544.2,539.0,1.2935,0.011,87,292.0,122.8,131.1,1.2292,0.1589,0.6029,0.63,IMG_5511.jpg,118.8,297965,0.979,325.2,1100,cellpose,0.688,825
535.3,538.0,1.3045,0.035,86,286.8,122.1,130.9,1.2291,0.1535,0.61,0.6405,IMG_5512.jpg,115.8,299861,0.977,325.3,1100,cellpose,0.688,825
515.8,505.0,1.2868,0.027,75,250.1,120.7,129.0,1.0342,0.129,0.5846,0.6133,IMG_5513.jpg,108.7,299861,0.977,325.4,1100,cellpose,0.688,825
473.4,473.5,1.2856,0.0,100,335.6,125.3,128.9,1.1614,0.1589,0.6025,0.6216,IMG_5514.jpg,118.0,297965,0.981,324.9,1100,cellpose,0.688,825
403.2,413.0,1.177,0.006,175,583.6,129.2,109.3,1.3054,0.2353,0.4917,0.4935,IMG_5542.jpg,149.5,299861,0.979,325.8,1100,cellpose,0.688,825
423.3,409.5,1.2275,0.004,274,913.8,123.4,123.4,1.4578,0.3868,0.5542,0.5596,IMG_5543.jpg,147.5,299861,0.974,326.3,1100,cellpose,0.688,825
446.9,426.0,1.2854,0.0,170,570.5,115.3,131.6,1.3196,0.255,0.5941,0.6039,IMG_5544.jpg,137.1,297965,0.975,325.0,1100,cellpose,0.688,825
442.8,432.0,1.2648,0.008,259,863.7,119.0,129.0,1.4904,0.3825,0.5875,0.6069,IMG_5545.jpg,154.3,299861,0.977,325.9,1100,cellpose,0.688,825
419.1,407.0,1.2498,0.008,241,803.7,121.8,123.5,1.4197,0.3369,0.5708,0.5869,IMG_5546.jpg,156.6,299861,0.976,326.1,1100,cellpose,0.688,825
406.0,394.0,1.1874,0.0,258,860.4,130.9,112.6,1.4285,0.3493,0.5019,0.5122,IMG_5547.jpg,166.3,299861,0.979,325.8,1100,cellpose,0.688,825
398.3,374.0,1.1569,0.0,211,703.7,126.3,114.7,1.3851,0.2803,0.4681,0.474,IMG_5548.jpg,152.7,299861,0.982,325.4,1100,cellpose,0.688,825
412.5,393.0,1.1561,0.013,150,496.9,128.3,110.5,1.2768,0.205,0.4669,0.4545,IMG_5549.jpg,147.8,301893,0.974,326.3,1100,cellpose,0.688,825
391.0,386.5,1.1582,0.0,196,649.2,127.6,114.6,1.3856,0.2538,0.4674,0.4707,IMG_5550.jpg,156.2,301893,0.976,326.4,1100,cellpose,0.688,825
391.3,375.0,1.2045,0.003,299,997.1,124.4,121.4,1.4966,0.3902,0.5306,0.5369,IMG_5551.jpg,172.8,299861,0.977,326.1,1100,cellpose,0.688,825
394.4,393.0,1.1768,0.0,292,973.8,125.9,117.3,1.4974,0.3841,0.5004,0.5086,IMG_5552.jpg,165.4,299861,0.976,326.2,1100,cellpose,0.688,825
413.2,398.0,1.2452,0.003,301,1003.8,127.0,121.6,1.5112,0.4148,0.5668,0.5875,IMG_5553.jpg,134.7,299861,0.977,325.8,1100,cellpose,0.688,825
453.4,441.0,1.2752,0.008,263,871.2,123.1,125.0,1.5071,0.395,0.5908,0.6015,IMG_5554.jpg,130.4,301893,0.974,326.4,1100,cellpose,0.688,825
418.1,396.0,1.2455,0.004,283,943.8,122.2,125.7,1.4798,0.3946,0.5703,0.5903,IMG_5555.jpg,151.1,299861,0.976,325.8,1100,cellpose,0.688,825
455.5,455.0,1.2708,0.0,282,940.4,121.8,124.2,1.5372,0.4283,0.5794,0.6039,IMG_5556.jpg,152.0,299861,0.977,325.4,1100,cellpose,0.688,825
377.6,352.5,1.2575,0.03,134,446.9,128.6,116.5,1.2962,0.1687,0.5587,0.5744,IMG_5557.jpg,121.3,299861,0.978,326.1,1100,cellpose,0.688,825
434.7,435.0,1.2112,0.013,229,778.5,114.6,126.8,1.4327,0.3384,0.5301,0.5421,IMG_5558.jpg,106.4,294137,0.974,323.0,1100,cellpose,0.688,825
441.8,444.0,1.2444,0.012,255,866.9,116.5,129.3,1.4836,0.383,0.5587,0.5631,IMG_5559.jpg,118.1,294137,0.976,322.7,1100,cellpose,0.688,825
475.9,466.0,1.2773,0.008,245,827.6,108.7,136.6,1.4977,0.3939,0.5886,0.6029,IMG_5560.jpg,99.5,296025,0.969,323.6,1100,cellpose,0.688,825
420.4,401.0,1.2048,0.008,257,873.7,116.9,130.1,1.4942,0.3674,0.5314,0.5448,IMG_5561.jpg,121.6,294137,0.976,323.0,1100,cellpose,0.688,825
398.2,386.5,1.1486,0.007,272,924.7,122.9,124.2,1.5292,0.3682,0.4481,0.4498,IMG_5562.jpg,114.2,294137,0.976,323.1,1100,cellpose,0.688,825
423.1,410.5,1.2086,0.003,292,992.7,115.9,132.7,1.5555,0.42,0.5359,0.5443,IMG_5563.jpg,119.4,294137,0.975,322.4,1100,cellpose,0.688,825
402.7,377.0,1.164,0.007,299,1023.3,122.6,119.1,1.5536,0.4121,0.486,0.4942,IMG_5564.jpg,130.7,292201,0.978,321.4,1100,cellpose,0.688,825
411.7,393.0,1.1651,0.003,302,1033.5,120.4,121.7,1.5613,0.4255,0.485,0.4954,IMG_5565.jpg,132.4,292201,0.973,321.6,1100,cellpose,0.688,825
395.5,382.0,1.1528,0.0,329,1125.9,122.9,116.8,1.5976,0.4453,0.4716,0.4806,IMG_5566.jpg,137.5,292201,0.975,321.8,1100,cellpose,0.688,825
413.0,410.0,1.1932,0.0,317,1084.9,119.1,123.8,1.5634,0.4481,0.5184,0.533,IMG_5567.jpg,135.5,292201,0.974,321.3,1100,cellpose,0.688,825
407.0,406.0,1.1468,0.017,242,828.2,121.6,117.2,1.5162,0.3371,0.4539,0.452,IMG_5568.jpg,112.8,292201,0.975,321.1,1100,cellpose,0.688,825
382.5,362.0,1.3209,0.041,195,667.3,124.6,112.8,1.3006,0.2553,0.5846,0.5722,IMG_5569.jpg,101.2,292201,0.976,321.2,1100,cellpose,0.688,825
369.3,360.0,1.3617,0.055,164,561.3,124.4,113.7,1.22,0.2073,0.6074,0.6299,IMG_5570.jpg,103.0,292201,0.971,321.2,1100,cellpose,0.688,825
402.7,387.0,1.1523,0.004,245,838.5,122.3,119.8,1.5014,0.3376,0.4642,0.4677,IMG_5571.jpg,122.0,292201,0.973,321.8,1100,cellpose,0.688,825
403.5,404.0,1.16,0.004,245,844.0,122.3,114.9,1.5162,0.3406,0.4709,0.4623,IMG_5572.jpg,120.7,290273,0.977,320.8,1100,cellpose,0.688,825
409.3,398.0,1.1513,0.004,277,954.3,123.3,125.0,1.5539,0.3906,0.4676,0.489,IMG_5573.jpg,135.6,290273,0.978,321.0,1100,cellpose,0.688,825
416.9,414.0,1.149,0.008,265,906.9,123.0,123.5,1.535,0.3781,0.462,0.4645,IMG_5574.jpg,122.2,292201,0.975,321.3,1100,cellpose,0.688,825
412.5,397.0,1.1415,0.003,323,1105.4,123.5,121.2,1.6122,0.456,0.4551,0.4625,IMG_5575.jpg,133.6,292201,0.975,321.7,1100,cellpose,0.688,825
397.7,397.0,1.1465,0.01,210,723.5,121.1,119.6,1.4848,0.2877,0.4587,0.458,IMG_5576.jpg,117.2,290273,0.976,321.0,1100,cellpose,0.688,825
366.0,348.5,1.3584,0.129,140,479.1,124.7,116.3,1.2443,0.1754,0.6219,0.6414,IMG_5577.jpg,105.0,292201,0.971,321.1,1100,cellpose,0.688,825
398.0,392.0,1.1529,0.005,371,1269.7,125.7,113.8,1.6802,0.5054,0.4695,0.4678,IMG_5578.jpg,141.7,292201,0.973,322.0,1100,cellpose,0.688,825
404.5,396.0,1.1526,0.008,353,1208.1,126.2,116.7,1.6585,0.4887,0.4672,0.4775,IMG_5579.jpg,144.6,292201,0.975,321.4,1100,cellpose,0.688,825
394.8,375.0,1.1537,0.009,338,1156.7,125.3,119.1,1.6377,0.4567,0.4649,0.4716,IMG_5580.jpg,141.8,292201,0.975,321.4,1100,cellpose,0.688,825
422.5,405.0,1.1633,0.0,286,978.8,121.2,129.3,1.5627,0.4135,0.4844,0.4951,IMG_5581.jpg,133.3,292201,0.977,321.3,1100,cellpose,0.688,825
415.6,402.0,1.2458,0.0,225,764.9,116.3,133.5,1.3876,0.3179,0.5699,0.5867,IMG_5609.jpg,130.2,294137,0.974,322.3,1100,cellpose,0.688,825
442.5,435.5,1.2309,0.005,222,749.9,116.2,134.8,1.3559,0.3319,0.5602,0.576,IMG_5610.jpg,123.3,296025,0.973,323.4,1100,cellpose,0.688,825
439.5,442.0,1.2465,0.005,214,727.6,113.8,138.7,1.3909,0.3198,0.5628,0.5863,IMG_5611.jpg,125.6,294137,0.974,322.9,1100,cellpose,0.688,825
451.4,430.0,1.2817,0.006,161,551.0,110.1,146.9,1.2665,0.2487,0.6016,0.6186,IMG_5612.jpg,107.8,292201,0.976,321.9,1100,cellpose,0.688,825
471.8,461.0,1.2795,0.007,151,513.4,112.2,144.4,1.2945,0.2422,0.5976,0.6127,IMG_5613.jpg,107.3,294137,0.976,322.7,1100,cellpose,0.688,825
414.1,402.5,1.1615,0.0,174,591.6,119.5,126.1,1.2727,0.245,0.4751,0.4855,IMG_5614.jpg,117.4,294137,0.979,322.3,1100,cellpose,0.688,825
414.3,406.5,1.1727,0.0,128,435.2,122.0,125.2,1.2534,0.1803,0.4836,0.4864,IMG_5615.jpg,107.8,294137,0.977,323.1,1100,cellpose,0.688,825
446.3,442.0,1.253,0.0,137,468.9,115.0,136.8,1.2355,0.2093,0.5809,0.5974,IMG_5616.jpg,106.4,292201,0.983,321.8,1100,cellpose,0.688,825
456.4,443.0,1.2473,0.0,235,804.2,114.3,135.9,1.4266,0.3671,0.5751,0.5964,IMG_5617.jpg,135.4,292201,0.978,321.9,1100,cellpose,0.688,825
455.3,432.5,1.2527,0.0,172,588.6,114.8,137.3,1.3138,0.268,0.5752,0.5954,IMG_5618.jpg,116.1,292201,0.979,322.1,1100,cellpose,0.688,825
458.3,440.0,1.2941,0.0,181,619.4,111.7,142.9,1.3499,0.2839,0.6082,0.6333,IMG_5619.jpg,116.5,292201,0.978,321.4,1100,cellpose,0.688,825
455.5,435.0,1.2647,0.011,187,640.0,111.6,138.2,1.3779,0.2915,0.5867,0.5978,IMG_5620.jpg,117.1,292201,0.975,321.6,1100,cellpose,0.688,825
391.3,361.0,1.3207,0.058,121,414.1,125.1,118.5,1.2568,0.162,0.6044,0.5997,IMG_5621.jpg,91.0,292201,0.977,321.9,1100,cellpose,0.688,825
407.9,395.5,1.2051,0.007,142,486.0,124.9,120.1,1.3776,0.1982,0.5009,0.4951,IMG_5622.jpg,100.4,292201,0.976,321.8,1100,cellpose,0.688,825
426.2,424.0,1.1648,0.005,193,664.9,119.6,133.2,1.4056,0.2834,0.4835,0.4895,IMG_5623.jpg,112.3,290273,0.979,320.5,1100,cellpose,0.688,825
429.7,413.0,1.1997,0.01,199,685.6,117.8,135.5,1.3968,0.2946,0.5213,0.5376,IMG_5624.jpg,123.6,290273,0.978,320.9,1100,cellpose,0.688,825
402.5,388.0,1.1429,0.006,175,602.9,121.3,128.6,1.3545,0.2427,0.4552,0.4532,IMG_5625.jpg,111.1,290273,0.982,321.0,1100,cellpose,0.688,825
415.2,415.0,1.1788,0.017,120,410.7,125.5,121.9,1.2115,0.1705,0.489,0.4957,IMG_5626.jpg,103.7,292201,0.982,321.9,1100,cellpose,0.688,825
442.4,431.0,1.169,0.0,170,581.8,120.5,131.3,1.3442,0.2574,0.495,0.5026,IMG_5627.jpg,114.9,292201,0.978,322.1,1100,cellpose,0.688,825
423.4,402.0,1.1455,0.0,110,376.5,121.5,126.4,1.2277,0.1594,0.4462,0.447,IMG_5628.jpg,100.5,292201,0.982,321.6,1100,cellpose,0.688,825
441.5,428.0,1.1616,0.0,106,360.4,119.4,135.2,1.1381,0.1591,0.4804,0.4824,IMG_5629.jpg,101.0,294137,0.98,322.3,1100,cellpose,0.688,825
472.2,460.0,1.1898,0.0,115,393.6,114.9,141.6,1.2615,0.1858,0.5197,0.5215,IMG_5630.jpg,111.0,292201,0.978,321.3,1100,cellpose,0.688,825
482.1,478.0,1.2963,0.0,152,520.2,111.4,146.4,1.3328,0.2508,0.6096,0.6234,IMG_5631.jpg,110.2,292201,0.974,321.6,1100,cellpose,0.688,825
319.6,275.0,1.4721,0.068,148,493.6,136.1,102.9,1.0604,0.1577,0.6958,0.728,IMG_5658.jpg,96.9,299861,0.978,325.9,1100,cellpose,0.688,825
420.7,424.0,1.2362,0.015,131,436.9,135.7,105.7,1.2305,0.1838,0.5175,0.4854,IMG_5659.jpg,94.8,299861,0.979,325.8,1100,cellpose,0.688,825
409.2,391.0,1.1807,0.025,122,406.9,132.4,112.0,1.2296,0.1665,0.4877,0.4731,IMG_5660.jpg,103.7,299861,0.982,325.6,1100,cellpose,0.688,825
435.7,438.0,1.2416,0.006,154,513.6,123.1,128.7,1.2227,0.2238,0.5568,0.5501,IMG_5661.jpg,106.4,299861,0.981,325.5,1100,cellpose,0.688,825
429.4,431.0,1.2089,0.0,155,516.9,125.0,126.4,1.2236,0.222,0.5193,0.5264,IMG_5662.jpg,115.7,299861,0.977,326.2,1100,cellpose,0.688,825
414.2,397.5,1.1689,0.015,134,446.9,124.2,124.1,1.2322,0.1851,0.4826,0.4785,IMG_5663.jpg,111.8,299861,0.978,326.0,1100,cellpose,0.688,825
445.2,456.5,1.2336,0.006,154,513.6,120.4,129.5,1.2352,0.2286,0.5614,0.5612,IMG_5664.jpg,129.6,299861,0.981,325.4,1100,cellpose,0.688,825
387.9,368.5,1.2992,0.083,120,400.2,135.1,106.3,1.0947,0.1552,0.5754,0.5687,IMG_5665.jpg,119.1,299861,0.979,325.9,1100,cellpose,0.688,825
432.8,423.5,1.1674,0.017,116,389.3,127.1,123.0,1.1731,0.1685,0.4818,0.4913,IMG_5666.jpg,94.1,297965,0.985,325.0,1100,cellpose,0.688,825
418.3,419.5,1.1691,0.0,118,393.5,131.6,117.3,1.2058,0.1646,0.4844,0.4847,IMG_5667.jpg,122.8,299861,0.981,325.7,1100,cellpose,0.688,825
412.0,412.0,1.1691,0.017,118,393.5,132.0,117.9,1.1909,0.1621,0.4804,0.4938,IMG_5668.jpg,122.7,299861,0.981,325.7,1100,cellpose,0.688,825
