bg_contrast,edge_density,file,focus_var,fov_area_px,mean_intensity,texture_energy,texture_occupancy
11.73,0.016,IMG_4801.jpg,8.3,305777,197.4,5.19,0.1109
9.0,0.01,IMG_4802.jpg,8.1,303809,179.1,4.259,0.075
9.28,0.0088,IMG_4803.jpg,8.1,305777,194.2,4.142,0.0874
10.22,0.006,IMG_4804.jpg,13.2,311709,174.6,4.4,0.1161
7.58,0.003,IMG_4805.jpg,7.9,305777,177.5,3.647,0.0797
8.9,0.0038,IMG_4806.jpg,7.8,307713,157.5,4.041,0.0952
7.22,0.0035,IMG_4807.jpg,7.7,307713,196.6,3.309,0.0344
7.14,0.0051,IMG_4808.jpg,8.2,305777,177.9,3.544,0.0478
7.16,0.0043,IMG_4809.jpg,8.2,305777,178.2,3.463,0.037
6.26,0.0029,IMG_4810.jpg,8.1,305777,178.0,3.23,0.0499
8.91,0.0015,IMG_4811.jpg,8.0,309681,157.7,3.889,0.0837
13.37,0.0309,IMG_4812.jpg,8.7,305777,176.2,6.713,0.1982
14.82,0.0297,IMG_4813.jpg,8.9,309681,178.5,7.08,0.186
14.71,0.0332,IMG_4814.jpg,8.6,305777,176.1,7.595,0.2384
14.58,0.0183,IMG_4815.jpg,8.2,307713,178.4,7.134,0.2317
14.26,0.0259,IMG_4816.jpg,8.8,307713,178.8,6.864,0.1932
16.01,0.0374,IMG_4817.jpg,9.7,307713,188.0,8.161,0.2303
16.89,0.0295,IMG_4818.jpg,8.6,305777,178.2,8.436,0.2769
13.21,0.0224,IMG_4820.jpg,8.7,307713,181.5,6.073,0.1487
12.97,0.0105,IMG_4821.jpg,8.1,307713,179.3,5.957,0.1692
12.75,0.0119,IMG_4822.jpg,8.2,307713,180.0,5.94,0.1635
12.37,0.0223,IMG_4823.jpg,8.6,307713,180.3,6.156,0.181
11.99,0.0187,IMG_4824.jpg,8.2,307713,190.1,5.689,0.1555
15.69,0.0319,IMG_4825.jpg,9.3,309681,187.5,7.644,0.2054
17.16,0.0297,IMG_4826.jpg,8.7,307713,157.8,8.159,0.2681
18.89,0.0292,IMG_4827.jpg,13.9,313677,169.2,8.904,0.2649
21.08,0.0327,IMG_4828.jpg,14.1,313677,169.2,10.15,0.2939
17.31,0.0353,IMG_4829.jpg,9.5,307713,183.8,8.619,0.2609
16.23,0.028,IMG_4830.jpg,8.7,307713,184.5,7.964,0.2286
18.88,0.0287,IMG_4831.jpg,13.5,315653,170.2,8.981,0.2421
19.48,0.0483,IMG_4832.jpg,9.8,307713,187.3,10.249,0.3097
17.35,0.0407,IMG_4833.jpg,9.9,307713,188.7,8.809,0.248
18.1,0.0414,IMG_4834.jpg,9.4,307713,187.1,9.208,0.2675
20.85,0.0428,IMG_4835.jpg,14.7,313677,170.2,10.448,0.3086
24.03,0.0638,IMG_4836.jpg,15.4,313677,167.2,13.5,0.4171
19.15,0.0472,IMG_4837.jpg,9.5,307713,185.2,10.117,0.3098
11.44,0.0063,IMG_4838.jpg,7.9,307713,188.7,5.016,0.1369
15.04,0.0228,IMG_4839.jpg,8.7,307713,190.7,6.554,0.1551
11.94,0.019,IMG_4840.jpg,9.0,307713,182.2,5.452,0.1274
11.79,0.017,IMG_4841.jpg,8.4,305777,180.3,5.565,0.1304
10.04,0.0045,IMG_4842.jpg,8.1,305777,183.0,4.452,0.1066
9.06,0.0081,IMG_4843.jpg,2.2,305777,182.1,4.276,0.0973
9.81,0.0117,IMG_4844.jpg,8.3,305777,182.4,4.582,0.0934
10.16,0.0091,IMG_4845.jpg,8.0,305777,181.2,4.828,0.1066
10.45,0.0098,IMG_4846.jpg,8.3,305777,181.7,4.827,0.1081
8.54,0.0012,IMG_4847.jpg,7.9,305777,182.1,3.878,0.0785
10.83,0.0084,IMG_4848.jpg,8.2,307713,196.4,4.276,0.0729
11.49,0.013,IMG_4849.jpg,8.3,305777,179.6,5.154,0.122
13.71,0.0196,IMG_4850.jpg,8.7,305777,178.6,6.186,0.1589
13.82,0.0166,IMG_4851.jpg,8.3,307713,190.0,5.717,0.1239
13.89,0.0137,IMG_4852.jpg,8.1,305777,179.1,5.792,0.142
14.0,0.0199,IMG_4853.jpg,8.3,305777,179.7,5.868,0.145
11.69,0.0111,IMG_4854.jpg,7.8,307713,190.3,5.012,0.1093
10.65,0.0118,IMG_4855.jpg,7.7,307713,190.4,4.637,0.0933
12.08,0.0144,IMG_4856.jpg,8.8,307713,183.3,5.329,0.1183
10.41,0.0109,IMG_4858.jpg,8.3,303809,178.1,4.614,0.087
20.83,0.042,IMG_4859.jpg,9.1,305777,187.2,8.816,0.2802
23.81,0.0581,IMG_4860.jpg,10.2,303809,184.9,11.058,0.3782
17.45,0.0297,IMG_4861.jpg,9.1,303809,179.2,7.429,0.2513
15.64,0.0208,IMG_4862.jpg,8.8,303809,180.9,6.459,0.1716
20.03,0.0442,IMG_4863.jpg,9.5,305777,189.8,9.136,0.2899
19.45,0.0314,IMG_4864.jpg,9.1,303809,178.0,8.328,0.2702
19.76,0.0327,IMG_4865.jpg,8.7,305777,191.1,7.901,0.2332
17.79,0.0277,IMG_4866.jpg,9.2,305777,193.5,6.954,0.2054
26.12,0.0623,IMG_4867.jpg,10.1,309681,144.0,15.936,0.3844
35.29,0.0648,IMG_4868.jpg,11.1,309681,166.3,16.123,0.4961
25.77,0.0351,IMG_4869.jpg,12.5,311709,176.3,10.332,0.3135
11.04,0.0154,IMG_4870.jpg,8.4,305777,194.8,4.941,0.1159
8.42,0.004,IMG_4871.jpg,7.9,305777,179.6,3.996,0.084
7.87,0.0026,IMG_4872.jpg,7.6,305777,179.2,3.73,0.0751
10.46,0.0144,IMG_4873.jpg,8.5,303809,180.0,4.83,0.1042
10.65,0.0147,IMG_4874.jpg,8.3,305777,179.5,5.114,0.1216
12.74,0.0163,IMG_4875.jpg,7.5,303809,177.0,5.838,0.1644
11.95,0.0163,IMG_4876.jpg,8.1,307713,190.7,5.504,0.1312
10.36,0.0159,IMG_4877.jpg,2.5,305777,180.2,4.913,0.1123
8.47,0.0081,IMG_4878.jpg,8.2,305777,180.7,4.225,0.079
10.56,0.0167,IMG_4879.jpg,8.2,305777,193.1,5.02,0.1204
9.2,0.0123,IMG_4880.jpg,8.0,303809,179.5,4.453,0.0879
12.66,0.0064,IMG_4881.jpg,13.9,313677,175.6,5.158,0.1388
13.45,0.0165,IMG_4882.jpg,8.8,303809,179.9,5.853,0.1557
13.91,0.0116,IMG_4883.jpg,7.9,307713,159.2,6.103,0.1774
17.66,0.0342,IMG_4884.jpg,9.1,305777,188.1,8.044,0.2394
17.9,0.0327,IMG_4885.jpg,9.6,307713,194.4,8.05,0.2289
14.94,0.024,IMG_4886.jpg,9.2,305777,196.5,6.662,0.173
14.26,0.0179,IMG_4887.jpg,8.8,307713,197.1,5.921,0.1532
20.28,0.0466,IMG_4888.jpg,10.8,307713,192.4,9.57,0.2857
16.76,0.0299,IMG_4889.jpg,9.1,307713,196.1,6.88,0.186
13.52,0.0194,IMG_4890.jpg,9.1,307713,198.1,5.733,0.1299
15.37,0.027,IMG_4891.jpg,9.5,307713,194.9,6.732,0.1772
17.06,0.0287,IMG_4892.jpg,9.8,307713,197.6,7.287,0.1834
11.34,0.0127,IMG_4893.jpg,8.8,305777,199.9,4.534,0.0886
12.84,0.0171,IMG_4894.jpg,8.9,307713,197.7,5.19,0.1168
11.95,0.015,IMG_4895.jpg,9.0,307713,197.9,4.909,0.1037
15.48,0.027,IMG_4896.jpg,9.7,307713,196.5,6.653,0.1688
15.39,0.0317,IMG_4897.jpg,9.5,307713,194.3,7.153,0.1949
14.97,0.0208,IMG_4898.jpg,8.7,307713,193.5,6.548,0.1853
13.78,0.022,IMG_4899.jpg,8.8,305777,181.1,6.315,0.1693
14.2,0.0167,IMG_4900.jpg,8.3,303809,181.1,6.225,0.1696
16.22,0.0329,IMG_4901.jpg,9.3,305777,194.0,7.424,0.208
11.72,0.0173,IMG_4902.jpg,8.0,305777,196.5,5.131,0.1239
13.88,0.0214,IMG_4903.jpg,9.0,305777,194.2,6.036,0.1435
15.59,0.0253,IMG_4904.jpg,8.8,307713,193.4,6.661,0.1784
13.93,0.0261,IMG_4905.jpg,8.9,307713,193.4,6.296,0.1707
12.49,0.0162,IMG_4906.jpg,8.5,307713,193.9,5.627,0.1397
15.51,0.0253,IMG_4907.jpg,8.5,307713,193.0,6.728,0.1736
10.37,0.0094,IMG_4908.jpg,8.1,307713,195.4,4.525,0.0976
12.28,0.0163,IMG_4909.jpg,9.1,307713,188.9,5.41,0.1285
10.53,0.0127,IMG_4910.jpg,8.7,307713,193.3,4.664,0.0904
11.8,0.0154,IMG_4911.jpg,9.2,307713,190.9,5.297,0.1164
13.24,0.0195,IMG_4912.jpg,8.6,307713,187.2,5.967,0.136
15.13,0.0282,IMG_4913.jpg,8.8,307713,186.4,7.089,0.1895
11.21,0.0112,IMG_4914.jpg,8.0,305777,188.7,4.891,0.1057
12.94,0.0158,IMG_4915.jpg,8.1,305777,187.5,5.823,0.1416
8.39,0.0032,IMG_4916.jpg,7.7,305777,190.1,3.671,0.0638
11.59,0.0094,IMG_4917.jpg,8.2,305777,190.1,4.413,0.0969
10.86,0.0124,IMG_4918.jpg,8.2,305777,191.6,4.656,0.0855
11.58,0.0076,IMG_4919.jpg,7.8,307713,190.4,4.834,0.118
8.12,0.0059,IMG_4920.jpg,7.8,305777,188.2,3.697,0.0517
8.64,0.0031,IMG_4921.jpg,7.8,305777,192.1,3.843,0.0808
10.98,0.0086,IMG_4922.jpg,8.2,307713,190.5,4.611,0.0925
8.0,0.002,IMG_4923.jpg,7.7,305777,192.3,3.567,0.0641
11.24,0.0047,IMG_4924.jpg,13.8,313677,176.7,4.424,0.0954
8.33,0.0047,IMG_4925.jpg,7.6,305777,192.7,3.679,0.0559
8.37,0.0059,IMG_4926.jpg,7.8,307713,192.1,3.826,0.0585
8.72,0.0052,IMG_4927.jpg,7.7,305777,192.7,3.823,0.06
9.23,0.0054,IMG_4928.jpg,7.9,305777,190.3,4.096,0.0808
9.12,0.0034,IMG_4929.jpg,7.7,305777,192.1,3.975,0.0804
10.69,0.0069,IMG_4930.jpg,8.0,305777,190.8,4.655,0.1024
13.85,0.0229,IMG_4931.jpg,8.7,307713,190.3,6.136,0.1462
24.83,0.0517,IMG_4932.jpg,13.6,313677,170.3,12.047,0.3843
25.36,0.0623,IMG_4933.jpg,11.6,309681,186.2,13.49,0.4225
27.73,0.0696,IMG_4934.jpg,14.4,313677,170.1,14.048,0.447
23.92,0.0394,IMG_4935.jpg,13.5,313677,173.3,11.081,0.3353
21.4,0.0475,IMG_4936.jpg,10.3,307713,189.8,9.952,0.3096
22.0,0.043,IMG_4937.jpg,9.4,309681,187.8,10.7,0.3554
25.19,0.0326,IMG_4938.jpg,13.8,313677,174.3,11.418,0.3396
25.35,0.0416,IMG_4939.jpg,13.9,313677,172.7,12.138,0.3419
20.2,0.0377,IMG_4940.jpg,9.2,309681,188.6,9.935,0.3231
25.36,0.045,IMG_4942.jpg,12.8,313677,171.4,12.214,0.3818
24.28,0.0325,IMG_4943.jpg,12.9,313677,171.9,11.42,0.3383
19.94,0.0424,IMG_4944.jpg,10.5,307713,191.9,9.376,0.2794
18.48,0.0353,IMG_4945.jpg,9.6,307713,190.8,8.455,0.2738
18.86,0.0393,IMG_4946.jpg,9.6,307713,188.4,8.476,0.2826
18.58,0.0405,IMG_4947.jpg,10.3,307713,190.8,8.686,0.2578
19.55,0.0314,IMG_4948.jpg,9.4,307713,189.9,8.378,0.2708
17.59,0.0263,IMG_4949.jpg,9.1,309681,190.3,7.636,0.2201
16.87,0.0313,IMG_4950.jpg,9.3,307713,191.2,7.339,0.2267
19.84,0.0441,IMG_4951.jpg,10.3,307713,189.5,9.312,0.2959
15.43,0.0199,IMG_4952.jpg,9.2,307713,190.9,6.812,0.1762
19.88,0.0405,IMG_4953.jpg,9.9,307713,189.2,9.333,0.2683
16.51,0.0184,IMG_4954.jpg,8.9,309681,191.0,7.395,0.2206
20.04,0.0466,IMG_4955.jpg,9.8,307713,186.7,9.827,0.296
22.26,0.037,IMG_4956.jpg,15.3,313677,177.2,9.301,0.272
16.05,0.0208,IMG_4957.jpg,8.8,309681,187.9,7.123,0.2105
13.65,0.0209,IMG_4958.jpg,9.1,307713,191.8,6.268,0.1675
17.71,0.0386,IMG_4959.jpg,9.9,309681,187.4,9.004,0.27
11.04,0.0145,IMG_4960.jpg,8.7,305777,183.8,5.045,0.1018
14.5,0.0095,IMG_4961.jpg,9.3,307713,160.6,5.531,0.1608
14.18,0.021,IMG_4962.jpg,9.1,305777,181.0,6.061,0.1517
19.68,0.038,IMG_4963.jpg,9.8,307713,189.6,8.725,0.2584
19.41,0.0429,IMG_4964.jpg,10.6,307713,191.1,9.322,0.2578
19.54,0.0405,IMG_4965.jpg,9.7,307713,189.5,9.064,0.2683
19.95,0.0367,IMG_4966.jpg,9.9,307713,190.1,8.719,0.2603
19.31,0.0485,IMG_4967.jpg,10.5,307713,188.7,9.983,0.2979
20.34,0.0523,IMG_4968.jpg,11.0,307713,188.3,10.621,0.317
12.89,0.0104,IMG_4969.jpg,8.1,307713,196.4,5.377,0.1627
10.73,0.0123,IMG_4970.jpg,9.1,307713,198.1,4.661,0.0869
11.0,0.0123,IMG_4972.jpg,9.2,307713,196.0,4.699,0.0897
11.43,0.0146,IMG_4973.jpg,8.5,307713,196.0,4.815,0.0992
12.37,0.0186,IMG_4974.jpg,8.8,305777,184.1,5.664,0.1374
16.75,0.0312,IMG_4975.jpg,8.8,307713,193.1,7.664,0.201
16.92,0.0403,IMG_4976.jpg,9.7,307713,193.7,8.43,0.2521
14.39,0.0289,IMG_4977.jpg,9.4,305777,183.4,6.833,0.1788
13.59,0.0054,IMG_4978.jpg,8.5,307713,161.5,5.879,0.1559
12.46,0.0113,IMG_4979.jpg,7.9,307713,195.9,5.347,0.1251
14.5,0.0253,IMG_4980.jpg,8.7,307713,195.3,6.697,0.1678
12.43,0.0183,IMG_4981.jpg,8.8,307713,195.9,5.459,0.1201
14.21,0.0229,IMG_4983.jpg,12.7,530605,179.0,6.841,0.1744
12.43,0.0086,IMG_4984.jpg,17.9,548837,181.6,5.418,0.1683
13.32,0.0152,IMG_4985.jpg,18.3,548837,180.7,5.974,0.2031
15.15,0.0183,IMG_4986.jpg,18.1,548837,183.3,6.485,0.2129
21.48,0.0181,IMG_4987.jpg,14.5,551429,176.1,9.128,0.2925
34.78,0.0889,IMG_5070.jpg,97.8,602645,158.1,17.562,0.3426
32.46,0.0919,IMG_5071.jpg,39.5,578153,125.0,16.666,0.3556
32.88,0.093,IMG_5072.jpg,37.0,578153,117.1,16.935,0.3558
35.41,0.0971,IMG_5073.jpg,59.4,599857,134.9,18.273,0.3873
39.6,0.123,IMG_5074.jpg,47.6,570085,130.8,19.875,0.3799
35.64,0.1095,IMG_5075.jpg,64.1,597129,142.1,18.631,0.4118
38.68,0.0982,IMG_5076.jpg,56.6,597129,128.1,18.756,0.3673
39.34,0.129,IMG_5077.jpg,69.2,597129,139.2,22.722,0.4904
41.78,0.1114,IMG_5078.jpg,66.6,594457,147.4,20.517,0.3764
33.45,0.0829,IMG_5079.jpg,53.8,599857,132.6,16.959,0.3323
39.0,0.235,IMG_5080.jpg,390.5,608189,166.7,32.123,0.7003
40.71,0.2416,IMG_5081.jpg,519.1,608189,164.6,33.471,0.69
40.36,0.2438,IMG_5082.jpg,498.3,610937,164.4,33.708,0.6891
35.65,0.2381,IMG_5083.jpg,187.9,610937,162.3,29.617,0.5455
40.99,0.2538,IMG_5084.jpg,476.4,608189,163.8,34.685,0.6994
41.6,0.2454,IMG_5085.jpg,554.4,610937,163.7,34.357,0.6897
41.02,0.2376,IMG_5086.jpg,515.0,610937,163.8,33.315,0.6601
46.89,0.2529,IMG_5087.jpg,561.7,610937,168.8,38.798,0.7228
40.91,0.2489,IMG_5088.jpg,522.3,608189,162.6,34.175,0.6948
40.05,0.2429,IMG_5089.jpg,462.3,605381,163.6,33.224,0.7007
46.4,0.0039,IMG_5090.jpg,26.6,693417,63.7,4.066,0.0112
42.14,0.2498,IMG_5091.jpg,489.4,575449,162.1,35.041,0.7127
37.61,0.2085,IMG_5092.jpg,440.1,594457,161.9,29.35,0.6189
42.55,0.2345,IMG_5093.jpg,544.3,591665,165.0,34.194,0.6755
41.9,0.2216,IMG_5094.jpg,516.2,588973,166.0,33.057,0.6515
44.43,0.2362,IMG_5095.jpg,503.8,588973,165.0,35.973,0.7
40.14,0.1989,IMG_5096.jpg,466.1,591665,165.6,30.811,0.5928
39.65,0.2146,IMG_5097.jpg,477.9,594457,163.8,31.123,0.632
30.26,0.1899,IMG_5098.jpg,180.0,594457,159.9,23.083,0.5527
33.51,0.1735,IMG_5099.jpg,339.3,594457,165.4,24.698,0.5547
32.38,0.084,IMG_5100.jpg,52.1,588973,148.6,16.261,0.3523
39.01,0.1123,IMG_5101.jpg,69.2,594457,148.4,20.627,0.4194
39.33,0.1064,IMG_5102.jpg,61.3,591665,147.3,20.357,0.4082
39.8,0.1208,IMG_5103.jpg,68.3,588973,147.3,21.717,0.4517
38.08,0.1071,IMG_5104.jpg,65.7,591665,148.6,20.307,0.4303
32.95,0.087,IMG_5105.jpg,56.7,591665,145.7,16.681,0.3525
38.99,0.0951,IMG_5106.jpg,54.6,599857,151.8,18.429,0.3629
36.01,0.1039,IMG_5107.jpg,53.1,591665,137.5,19.51,0.4321
36.07,0.1018,IMG_5108.jpg,54.5,591665,137.5,19.483,0.4311
36.71,0.1095,IMG_5109.jpg,59.0,588973,140.7,20.137,0.4336
33.42,0.07,IMG_5110.jpg,28.8,543657,160.5,17.093,0.3502
36.78,0.0836,IMG_5111.jpg,45.5,599857,148.8,19.115,0.3894
35.43,0.0758,IMG_5112.jpg,52.9,602645,148.7,18.029,0.3757
41.95,0.0982,IMG_5113.jpg,68.4,586165,156.3,21.824,0.4223
42.59,0.0991,IMG_5114.jpg,54.1,602645,154.8,22.133,0.4308
39.22,0.0965,IMG_5115.jpg,66.8,599857,152.9,20.323,0.4106
27.72,0.0429,IMG_5116.jpg,52.2,602645,163.0,11.788,0.2159
28.51,0.0366,IMG_5117.jpg,48.1,599857,157.9,10.107,0.177
30.7,0.0609,IMG_5118.jpg,53.8,597129,158.2,14.669,0.2995
36.13,0.0866,IMG_5119.jpg,49.4,605381,152.3,19.179,0.4063
35.76,0.0547,IMG_5120.jpg,43.9,597129,156.6,14.352,0.2708
36.34,0.166,IMG_5121.jpg,453.3,597129,172.0,26.623,0.4956
29.79,0.1094,IMG_5122.jpg,272.7,594457,169.9,19.468,0.3379
33.6,0.1502,IMG_5123.jpg,379.7,605381,165.2,23.672,0.4498
35.24,0.2202,IMG_5124.jpg,230.5,591665,164.8,28.918,0.6404
37.58,0.215,IMG_5125.jpg,329.9,591665,165.0,30.161,0.6662
27.8,0.1343,IMG_5126.jpg,182.2,597129,166.6,19.917,0.4577
29.65,0.1466,IMG_5127.jpg,237.9,599857,165.6,21.516,0.4845
37.43,0.2218,IMG_5128.jpg,322.1,591665,166.3,30.413,0.6755
38.2,0.2231,IMG_5129.jpg,356.5,588973,167.2,31.334,0.6782
49.81,0.276,IMG_5130.jpg,494.5,591665,165.0,44.028,0.8013
50.41,0.2699,IMG_5131.jpg,835.5,586165,175.0,44.416,0.7839
38.38,0.2,IMG_5132.jpg,556.5,591665,171.8,30.936,0.6034
38.46,0.2002,IMG_5133.jpg,556.2,583485,173.2,31.014,0.6068
33.99,0.1725,IMG_5134.jpg,423.6,597129,171.0,26.326,0.5548
48.18,0.2363,IMG_5135.jpg,723.1,588973,173.0,40.728,0.718
51.2,0.2742,IMG_5136.jpg,728.9,588973,169.9,45.305,0.8162
50.34,0.2693,IMG_5137.jpg,518.9,586165,168.2,44.253,0.7989
47.85,0.2919,IMG_5138.jpg,539.4,594457,161.2,42.691,0.6991
49.45,0.2923,IMG_5139.jpg,514.8,583485,165.1,44.317,0.7433
49.88,0.2785,IMG_5140.jpg,773.2,588973,170.7,44.018,0.8047
41.09,0.21,IMG_5141.jpg,615.7,597129,171.5,33.224,0.6251
49.07,0.2745,IMG_5142.jpg,641.6,591665,166.1,42.35,0.7879
39.7,0.1005,IMG_5143.jpg,73.9,597129,152.7,21.743,0.4623
37.0,0.084,IMG_5144.jpg,50.2,599857,156.7,15.388,0.326
22.52,0.0354,IMG_5145.jpg,48.4,594457,155.8,9.995,0.1611
21.8,0.0302,IMG_5146.jpg,53.6,594457,161.2,9.257,0.1397
29.98,0.0582,IMG_5147.jpg,52.2,588973,149.7,13.194,0.233
26.08,0.0557,IMG_5148.jpg,44.5,586165,144.5,12.379,0.2452
32.35,0.0568,IMG_5149.jpg,45.1,586165,149.0,12.675,0.2395
27.4,0.0478,IMG_5150.jpg,50.4,583485,153.1,11.674,0.1919
22.01,0.0379,IMG_5151.jpg,45.4,586165,152.6,9.504,0.157
16.93,0.0206,IMG_5152.jpg,44.1,588973,157.1,6.807,0.0838
21.23,0.023,IMG_5153.jpg,33.7,591665,158.3,7.212,0.0877
49.31,0.1404,IMG_5154.jpg,28.6,497533,143.8,30.997,0.4517
46.79,0.1711,IMG_5155.jpg,70.3,594457,130.3,30.703,0.5331
47.41,0.1591,IMG_5156.jpg,63.2,591665,123.9,29.131,0.4244
44.91,0.1553,IMG_5157.jpg,31.0,487625,123.0,28.135,0.3788
43.75,0.1948,IMG_5158.jpg,53.8,487625,134.9,30.901,0.5831
42.85,0.1677,IMG_5159.jpg,59.8,580833,131.5,28.193,0.5592
44.61,0.1704,IMG_5160.jpg,69.9,588973,135.8,29.406,0.5266
45.1,0.1768,IMG_5161.jpg,74.2,594457,136.8,30.007,0.5445
50.44,0.2013,IMG_5162.jpg,81.8,588973,134.0,34.582,0.4351
49.47,0.2021,IMG_5163.jpg,83.6,588973,135.4,33.826,0.442
47.71,0.203,IMG_5164.jpg,86.8,594457,137.0,34.129,0.4625
47.49,0.2091,IMG_5165.jpg,97.9,580833,138.9,34.191,0.466
47.41,0.2039,IMG_5166.jpg,95.8,586165,137.4,34.315,0.4747
42.31,0.3089,IMG_5167.jpg,357.8,591665,155.4,38.787,0.5608
46.59,0.3234,IMG_5168.jpg,550.5,586165,153.8,43.965,0.5803
49.55,0.3355,IMG_5169.jpg,766.9,586165,155.8,46.622,0.6308
49.16,0.3339,IMG_5170.jpg,716.2,586165,153.0,46.701,0.5677
49.06,0.3312,IMG_5171.jpg,705.2,586165,152.9,46.479,0.5571
49.17,0.3196,IMG_5172.jpg,711.4,583485,156.6,44.927,0.7456
48.59,0.3337,IMG_5173.jpg,738.9,591665,153.8,44.628,0.6792
42.04,0.2975,IMG_5174.jpg,375.0,599857,153.8,37.309,0.6448
41.55,0.2582,IMG_5175.jpg,402.4,583485,159.7,35.233,0.7876
48.56,0.334,IMG_5176.jpg,710.4,580833,155.2,44.482,0.6678
47.25,0.333,IMG_5177.jpg,633.2,594457,156.6,42.896,0.6177
48.76,0.3303,IMG_5178.jpg,675.2,586165,155.8,44.198,0.6418
46.96,0.3342,IMG_5179.jpg,582.7,588973,155.2,42.964,0.5029
49.41,0.3502,IMG_5180.jpg,871.6,591665,159.2,46.984,0.59
49.52,0.334,IMG_5181.jpg,805.2,597129,159.3,46.651,0.6249
47.77,0.3313,IMG_5182.jpg,737.7,605381,157.2,44.842,0.6331
48.43,0.3474,IMG_5183.jpg,848.0,597129,159.6,45.58,0.6715
48.88,0.3441,IMG_5184.jpg,813.3,602645,160.0,46.082,0.6483
49.45,0.3273,IMG_5185.jpg,763.9,594457,159.5,45.83,0.6389
49.27,0.3271,IMG_5186.jpg,754.6,583485,159.5,46.042,0.5932
45.86,0.3092,IMG_5187.jpg,601.5,594457,158.3,41.76,0.6714
47.5,0.3132,IMG_5188.jpg,659.4,594457,161.6,43.825,0.6412
48.73,0.3135,IMG_5189.jpg,750.5,588973,160.5,44.743,0.7326
48.2,0.1824,IMG_5190.jpg,78.1,591665,136.2,32.634,0.5365
46.8,0.1941,IMG_5191.jpg,79.9,599857,145.3,33.403,0.5175
48.75,0.1994,IMG_5192.jpg,89.4,588973,143.1,34.884,0.4976
43.54,0.1639,IMG_5193.jpg,72.3,597129,143.6,28.555,0.5679
46.85,0.1885,IMG_5194.jpg,81.3,591665,142.1,32.86,0.5359
48.95,0.1886,IMG_5195.jpg,75.5,588973,141.3,32.654,0.479
46.47,0.1883,IMG_5196.jpg,79.8,591665,141.4,32.556,0.5252
50.92,0.1943,IMG_5197.jpg,87.9,588973,143.7,35.657,0.4921
46.94,0.1853,IMG_5198.jpg,78.8,588973,140.7,32.773,0.5347
45.49,0.1837,IMG_5199.jpg,80.4,594457,137.4,31.126,0.5465
47.56,0.1958,IMG_5200.jpg,81.8,597129,134.9,33.734,0.4845
49.29,0.2063,IMG_5201.jpg,91.9,597129,134.5,35.726,0.4859
40.65,0.0896,IMG_5202.jpg,56.6,586165,154.7,18.303,0.3254
41.62,0.0932,IMG_5203.jpg,54.2,578153,153.7,19.137,0.349
37.6,0.0865,IMG_5204.jpg,49.7,591665,155.4,15.777,0.3222
35.13,0.0683,IMG_5205.jpg,54.2,580833,157.1,14.181,0.2532
37.83,0.0744,IMG_5206.jpg,42.2,580833,155.5,15.946,0.2985
35.63,0.0731,IMG_5207.jpg,48.6,594457,154.2,14.637,0.2839
33.06,0.0552,IMG_5208.jpg,48.1,586165,157.0,12.946,0.2397
40.37,0.0942,IMG_5209.jpg,46.5,578153,151.3,18.371,0.3507
41.93,0.0906,IMG_5210.jpg,42.5,588973,149.6,18.856,0.3419
36.47,0.0718,IMG_5211.jpg,45.9,591665,154.0,16.145,0.2947
39.46,0.0966,IMG_5212.jpg,55.5,586165,152.2,19.715,0.3839
36.77,0.0931,IMG_5213.jpg,64.8,588973,153.6,17.786,0.3314
35.29,0.0786,IMG_5214.jpg,52.3,583485,154.7,17.012,0.3259
33.47,0.0786,IMG_5215.jpg,53.7,580833,154.6,16.349,0.3313
31.68,0.0769,IMG_5216.jpg,50.2,591665,150.2,16.043,0.3382
32.42,0.0662,IMG_5217.jpg,55.7,586165,159.9,14.834,0.269
32.07,0.078,IMG_5218.jpg,54.8,591665,155.7,16.101,0.3278
34.02,0.1526,IMG_5219.jpg,492.3,597129,172.5,24.777,0.4848
40.99,0.1881,IMG_5220.jpg,627.8,599857,169.6,31.607,0.5732
46.13,0.2179,IMG_5221.jpg,766.6,588973,172.5,37.886,0.6621
44.93,0.2303,IMG_5222.jpg,676.1,602645,165.9,37.191,0.6414
46.48,0.2141,IMG_5223.jpg,688.7,591665,171.3,37.773,0.6565
40.24,0.1638,IMG_5224.jpg,388.0,594457,171.8,29.949,0.5576
34.79,0.1488,IMG_5225.jpg,258.2,605381,163.7,24.993,0.473
34.99,0.1586,IMG_5226.jpg,132.2,605381,164.0,25.549,0.5607
44.07,0.1978,IMG_5227.jpg,385.2,594457,167.7,35.101,0.6582
42.82,0.2151,IMG_5228.jpg,684.7,597129,173.0,34.885,0.6429
45.55,0.2336,IMG_5229.jpg,741.0,591665,171.5,38.314,0.7096
41.53,0.2128,IMG_5230.jpg,526.2,608189,163.9,33.87,0.6289
38.48,0.2147,IMG_5231.jpg,445.7,594457,169.6,32.001,0.6929
39.37,0.1765,IMG_5232.jpg,205.5,594457,165.5,29.995,0.6113
45.36,0.2299,IMG_5235.jpg,614.3,594457,168.7,35.631,0.6923
47.94,0.2431,IMG_5236.jpg,565.9,599857,166.6,37.803,0.7138
43.57,0.2169,IMG_5237.jpg,548.3,597129,164.9,33.391,0.6413
45.83,0.2328,IMG_5238.jpg,334.4,602645,163.0,35.204,0.6952
43.55,0.2184,IMG_5239.jpg,242.7,605381,161.8,32.21,0.635
