bg_contrast,edge_density,file,focus_var,fov_area_px,mean_intensity,texture_energy,texture_occupancy
33.85,0.0872,IMG_5667.jpg,83.2,608189,166.4,17.422,0.3326
33.82,0.0783,IMG_5668.jpg,85.3,608189,166.4,17.325,0.3319
43.93,0.0878,IMG_5669.jpg,55.9,608189,155.8,19.784,0.3644
34.72,0.0816,IMG_5670.jpg,60.6,608189,162.1,17.336,0.3522
38.17,0.0877,IMG_5671.jpg,78.5,608189,163.0,18.869,0.3497
30.04,0.0649,IMG_5672.jpg,75.4,608189,159.8,14.38,0.2722
39.42,0.0943,IMG_5673.jpg,81.5,608189,162.3,19.641,0.348
39.12,0.0817,IMG_5674.jpg,74.6,605381,160.9,16.808,0.3168
31.45,0.0687,IMG_5675.jpg,67.1,608189,169.9,14.923,0.2709
37.22,0.0738,IMG_5676.jpg,64.2,608189,162.3,15.785,0.29
34.52,0.0851,IMG_5677.jpg,79.9,608189,162.8,17.494,0.3325
35.97,0.0775,IMG_5678.jpg,77.0,608189,162.9,16.824,0.2944
36.12,0.0951,IMG_5679.jpg,75.6,608189,165.5,19.127,0.3613
35.18,0.0911,IMG_5680.jpg,65.3,605381,166.3,18.381,0.3563
33.0,0.069,IMG_5681.jpg,97.1,570085,177.2,16.151,0.2556
32.97,0.0697,IMG_5682.jpg,84.8,572745,177.1,16.176,0.2663
29.72,0.0694,IMG_5683.jpg,89.5,586165,169.1,14.719,0.2655
37.83,0.0886,IMG_5684.jpg,97.2,591665,167.3,18.611,0.3193
36.31,0.0751,IMG_5685.jpg,91.9,597129,168.4,16.384,0.274
36.51,0.0777,IMG_5686.jpg,87.2,597129,168.9,16.553,0.2752
29.64,0.0705,IMG_5687.jpg,83.8,591665,163.6,14.666,0.2708
35.69,0.0805,IMG_5688.jpg,85.7,591665,163.7,17.005,0.2995
33.09,0.0712,IMG_5689.jpg,73.8,591665,165.5,15.812,0.2879
32.36,0.068,IMG_5690.jpg,88.5,588973,167.1,15.012,0.2571
31.44,0.0761,IMG_5691.jpg,86.5,591665,163.5,15.895,0.2884
31.93,0.0793,IMG_5692.jpg,79.5,594457,162.6,16.164,0.3225
28.77,0.0634,IMG_5693.jpg,72.4,591665,162.1,14.007,0.2558
34.24,0.0635,IMG_5694.jpg,86.8,594457,164.3,14.947,0.2457
23.18,0.0417,IMG_5695.jpg,72.2,588973,166.9,10.306,0.1713
31.26,0.0714,IMG_5696.jpg,84.9,591665,164.8,15.502,0.2751
34.99,0.1149,IMG_5697.jpg,69.0,588973,180.8,21.522,0.5223
35.14,0.1213,IMG_5698.jpg,66.3,591665,179.2,21.977,0.5376
34.55,0.1133,IMG_5699.jpg,66.2,586165,178.8,21.038,0.5091
36.43,0.1304,IMG_5700.jpg,88.9,594457,178.9,23.565,0.554
36.22,0.1269,IMG_5701.jpg,78.6,583485,179.1,23.354,0.5492
34.74,0.1074,IMG_5702.jpg,74.9,580833,180.2,21.048,0.4698
36.61,0.1301,IMG_5703.jpg,68.4,578153,177.9,22.783,0.5387
35.32,0.1159,IMG_5704.jpg,59.7,591665,179.5,21.186,0.5122
39.1,0.1396,IMG_5705.jpg,140.5,580833,178.8,26.56,0.5521
41.56,0.1676,IMG_5706.jpg,275.6,588973,177.7,29.892,0.5882
38.5,0.1462,IMG_5707.jpg,233.7,583485,179.3,26.761,0.5278
38.99,0.144,IMG_5708.jpg,222.6,583485,179.2,26.989,0.53
38.74,0.1362,IMG_5709.jpg,187.6,580833,179.4,26.491,0.5154
38.03,0.158,IMG_5710.jpg,330.5,578153,177.5,27.289,0.5363
36.88,0.1576,IMG_5711.jpg,382.5,588973,178.9,26.006,0.523
31.21,0.1008,IMG_5712.jpg,187.1,580833,180.9,18.702,0.3579
36.85,0.1364,IMG_5713.jpg,258.0,588973,177.7,24.321,0.4802
28.08,0.12,IMG_5714.jpg,198.2,586165,178.8,17.411,0.4307
27.84,0.1231,IMG_5715.jpg,197.7,594457,177.9,18.078,0.4325
27.4,0.1249,IMG_5716.jpg,148.8,594457,176.8,17.476,0.4668
24.19,0.091,IMG_5717.jpg,105.6,594457,177.9,13.195,0.3428
20.84,0.0676,IMG_5718.jpg,65.1,597129,177.4,9.842,0.2896
23.23,0.058,IMG_5719.jpg,124.9,588973,181.2,10.754,0.2063
24.65,0.0607,IMG_5720.jpg,127.4,580833,179.4,11.757,0.2141
24.91,0.0621,IMG_5721.jpg,131.1,580833,180.1,11.939,0.2182
22.11,0.0488,IMG_5722.jpg,114.1,597129,180.1,9.84,0.1792
27.07,0.0475,IMG_5723.jpg,43.0,588973,157.5,12.356,0.2248
25.45,0.0483,IMG_5724.jpg,36.6,575449,151.4,11.953,0.2347
21.5,0.0311,IMG_5725.jpg,38.7,591665,161.9,8.924,0.1512
26.43,0.0459,IMG_5726.jpg,41.8,588973,161.9,12.01,0.2335
25.12,0.0411,IMG_5727.jpg,41.9,588973,158.2,11.047,0.2224
20.49,0.0269,IMG_5728.jpg,39.7,586165,164.2,8.279,0.1386
16.92,0.019,IMG_5729.jpg,40.5,586165,166.6,6.594,0.0868
15.28,0.0151,IMG_5730.jpg,40.0,588973,169.7,5.871,0.0598
20.54,0.0266,IMG_5731.jpg,40.9,588973,162.5,8.244,0.1341
29.76,0.0588,IMG_5732.jpg,44.0,588973,157.2,14.082,0.2882
27.3,0.0515,IMG_5733.jpg,43.7,588973,158.1,12.363,0.25
24.52,0.0357,IMG_5734.jpg,39.3,588973,161.9,10.212,0.1845
26.49,0.0466,IMG_5735.jpg,45.0,591665,159.1,12.143,0.2431
35.81,0.0689,IMG_5736.jpg,93.5,597129,160.6,15.606,0.2766
32.57,0.0559,IMG_5737.jpg,79.1,597129,169.3,13.475,0.2025
42.49,0.0961,IMG_5738.jpg,85.2,597129,158.1,19.72,0.3487
28.86,0.0536,IMG_5739.jpg,85.7,599857,168.1,12.737,0.2166
36.36,0.0675,IMG_5740.jpg,88.1,599857,164.4,15.854,0.2677
40.38,0.0853,IMG_5741.jpg,77.7,594457,159.9,17.692,0.3349
28.89,0.0645,IMG_5742.jpg,82.2,602645,165.5,13.882,0.2439
28.91,0.0647,IMG_5743.jpg,88.7,599857,165.4,13.947,0.2442
32.89,0.0777,IMG_5744.jpg,88.6,599857,163.7,16.276,0.3264
27.27,0.0554,IMG_5745.jpg,81.9,599857,162.6,12.754,0.2306
37.82,0.0703,IMG_5746.jpg,88.8,599857,164.3,16.256,0.2764
32.93,0.0558,IMG_5747.jpg,81.3,597129,167.2,12.997,0.2212
24.89,0.1223,IMG_5748.jpg,105.1,597129,172.0,16.268,0.4589
23.4,0.1055,IMG_5749.jpg,89.1,597129,172.9,14.499,0.4182
23.83,0.1173,IMG_5750.jpg,77.8,597129,171.6,15.121,0.4596
21.52,0.0801,IMG_5751.jpg,97.0,597129,173.1,11.906,0.3124
23.78,0.1108,IMG_5752.jpg,82.4,602645,171.1,14.586,0.4284
23.09,0.1056,IMG_5753.jpg,77.5,605381,170.6,13.895,0.4263
26.27,0.1441,IMG_5754.jpg,96.0,599857,170.6,17.843,0.5341
25.54,0.1483,IMG_5755.jpg,77.0,602645,168.9,17.671,0.533
36.05,0.1455,IMG_5756.jpg,503.4,602645,170.4,25.236,0.4505
35.89,0.1423,IMG_5757.jpg,415.7,594457,170.3,24.925,0.444
35.26,0.1399,IMG_5758.jpg,468.2,594457,170.5,24.146,0.4216
32.96,0.11,IMG_5759.jpg,289.0,610937,168.6,19.536,0.3606
31.56,0.1122,IMG_5760.jpg,320.7,599857,171.6,20.231,0.3651
27.13,0.0847,IMG_5761.jpg,118.2,599857,170.2,15.523,0.3512
40.59,0.2977,IMG_5762.jpg,1103.9,588973,153.4,36.553,0.6184
41.99,0.2921,IMG_5763.jpg,1253.2,586165,151.5,37.393,0.6929
40.37,0.3051,IMG_5764.jpg,795.9,588973,151.6,36.273,0.6014
41.16,0.3182,IMG_5765.jpg,660.0,588973,150.9,37.384,0.6059
38.12,0.2804,IMG_5766.jpg,707.5,588973,153.1,33.688,0.6561
36.58,0.2529,IMG_5767.jpg,646.7,591665,153.1,31.362,0.6195
36.23,0.2331,IMG_5768.jpg,1042.7,588973,154.4,30.636,0.6547
37.12,0.2348,IMG_5769.jpg,868.8,583485,156.3,31.53,0.688
38.06,0.3032,IMG_5770.jpg,830.8,597129,149.8,33.941,0.6333
36.46,0.2988,IMG_5771.jpg,775.0,599857,148.2,32.421,0.5929
37.9,0.3039,IMG_5772.jpg,705.8,594457,151.2,34.167,0.5815
36.4,0.2837,IMG_5773.jpg,679.3,594457,152.7,32.343,0.5392
36.91,0.2892,IMG_5774.jpg,613.9,594457,152.4,33.232,0.5312
43.78,0.3225,IMG_5775.jpg,614.1,583485,151.4,40.204,0.6641
31.73,0.0807,IMG_5776.jpg,69.9,586165,130.3,15.119,0.3363
29.62,0.0897,IMG_5777.jpg,68.0,588973,127.5,15.278,0.3809
38.09,0.1436,IMG_5778.jpg,71.8,594457,114.1,23.724,0.4336
29.55,0.0792,IMG_5779.jpg,65.0,591665,121.4,14.894,0.366
36.49,0.1495,IMG_5780.jpg,76.2,588973,120.1,23.026,0.5489
39.38,0.1352,IMG_5781.jpg,72.9,586165,119.7,21.767,0.4286
35.4,0.1205,IMG_5782.jpg,84.5,586165,125.8,19.552,0.4416
37.42,0.1527,IMG_5783.jpg,85.4,586165,122.6,23.122,0.5032
36.32,0.1143,IMG_5784.jpg,74.4,586165,124.3,19.211,0.4237
37.19,0.1363,IMG_5785.jpg,77.5,588973,123.3,22.005,0.5003
37.66,0.1265,IMG_5786.jpg,79.4,588973,124.6,20.946,0.4532
38.46,0.1302,IMG_5787.jpg,77.9,588973,123.6,21.254,0.4566
32.12,0.0901,IMG_5788.jpg,71.2,591665,129.8,16.329,0.3925
36.11,0.1096,IMG_5789.jpg,76.0,588973,132.1,19.545,0.4396
33.18,0.0967,IMG_5790.jpg,65.5,588973,123.1,18.498,0.3904
32.16,0.0863,IMG_5791.jpg,64.8,591665,124.1,16.859,0.3718
34.89,0.1073,IMG_5792.jpg,64.9,588973,125.0,19.66,0.4058
38.64,0.1347,IMG_5793.jpg,73.3,591665,125.3,23.361,0.5107
36.89,0.1227,IMG_5794.jpg,66.8,591665,121.4,21.322,0.4186
36.95,0.1303,IMG_5795.jpg,74.5,588973,127.3,22.235,0.5098
36.54,0.1227,IMG_5796.jpg,70.0,591665,124.2,21.643,0.4812
35.34,0.1063,IMG_5797.jpg,67.3,588973,122.4,19.434,0.4328
42.54,0.2462,IMG_5798.jpg,394.0,608189,156.1,35.618,0.6938
45.05,0.2828,IMG_5799.jpg,417.3,594457,153.5,39.591,0.6561
45.4,0.2879,IMG_5800.jpg,407.0,599857,153.0,40.358,0.6401
45.98,0.286,IMG_5801.jpg,475.4,591665,153.2,40.531,0.6911
46.14,0.2909,IMG_5802.jpg,475.9,591665,153.7,41.125,0.678
45.03,0.2898,IMG_5803.jpg,415.5,599857,153.9,39.88,0.6217
43.96,0.2707,IMG_5804.jpg,452.1,605381,152.4,37.529,0.7109
43.2,0.2579,IMG_5805.jpg,455.8,597129,152.0,36.408,0.6981
38.86,0.2103,IMG_5806.jpg,389.5,605381,154.1,30.133,0.6193
44.05,0.2831,IMG_5807.jpg,399.8,599857,148.8,38.425,0.6424
46.35,0.3029,IMG_5808.jpg,498.7,602645,149.2,41.822,0.631
44.8,0.2883,IMG_5809.jpg,428.7,597129,151.4,39.436,0.6545
43.75,0.2648,IMG_5810.jpg,445.8,597129,152.7,37.612,0.7422
46.39,0.2948,IMG_5811.jpg,520.7,588973,154.5,40.875,0.7084
45.98,0.2865,IMG_5812.jpg,480.6,594457,154.9,40.577,0.6998
45.48,0.2865,IMG_5813.jpg,443.2,588973,153.4,40.179,0.6784
46.86,0.2855,IMG_5814.jpg,520.2,591665,155.7,41.485,0.7322
41.26,0.2648,IMG_5815.jpg,506.9,588973,158.5,35.791,0.749
38.77,0.2594,IMG_5816.jpg,402.6,597129,157.7,33.7,0.7316
48.34,0.2729,IMG_5817.jpg,905.8,586165,168.1,43.063,0.7733
51.39,0.2799,IMG_5818.jpg,778.3,594457,165.0,46.036,0.7573
50.67,0.2757,IMG_5819.jpg,816.5,594457,166.6,45.226,0.7627
26.59,0.243,IMG_5820.jpg,201.9,586165,168.5,21.159,0.425
51.36,0.2776,IMG_5821.jpg,875.5,602645,166.1,45.902,0.7945
48.65,0.2799,IMG_5822.jpg,936.5,586165,169.2,43.812,0.778
37.69,0.262,IMG_5823.jpg,301.3,586165,164.9,33.618,0.5488
40.4,0.2653,IMG_5824.jpg,432.9,588973,164.3,35.904,0.6199
45.72,0.2777,IMG_5825.jpg,722.0,586165,165.1,41.009,0.7405
39.46,0.2224,IMG_5826.jpg,574.0,605381,164.5,32.98,0.6765
33.87,0.2084,IMG_5827.jpg,319.6,599857,163.0,27.944,0.647
37.14,0.2157,IMG_5828.jpg,476.6,605381,163.5,30.864,0.6869
41.66,0.2236,IMG_5829.jpg,644.2,605381,163.8,35.081,0.6875
45.31,0.1407,IMG_5830.jpg,77.2,591665,146.4,26.093,0.4607
31.65,0.09,IMG_5831.jpg,56.6,591665,140.2,17.137,0.3807
30.15,0.0823,IMG_5832.jpg,59.1,594457,142.4,15.875,0.3392
38.53,0.1128,IMG_5833.jpg,66.7,591665,143.1,21.038,0.4224
31.95,0.0927,IMG_5834.jpg,59.7,591665,133.7,17.399,0.3875
33.21,0.1016,IMG_5835.jpg,62.1,594457,138.7,18.403,0.4285
35.25,0.1094,IMG_5836.jpg,61.8,591665,138.1,19.967,0.4596
34.08,0.1016,IMG_5837.jpg,63.8,588973,140.6,18.321,0.4283
31.44,0.0809,IMG_5838.jpg,53.8,594457,134.0,16.722,0.3668
32.56,0.0845,IMG_5839.jpg,91.9,562081,152.8,17.224,0.3587
41.66,0.0908,IMG_5840.jpg,81.0,586165,151.6,20.851,0.3819
34.84,0.0827,IMG_5841.jpg,82.8,602645,152.4,18.377,0.3905
34.52,0.0799,IMG_5842.jpg,70.7,602645,143.7,18.388,0.3821
31.95,0.081,IMG_5843.jpg,90.5,599857,150.5,16.251,0.3283
32.48,0.0681,IMG_5844.jpg,88.5,597129,154.8,16.155,0.3439
33.24,0.0867,IMG_5845.jpg,94.6,599857,155.3,16.876,0.3425
35.41,0.0826,IMG_5846.jpg,83.3,599857,154.3,18.357,0.3692
39.91,0.0932,IMG_5847.jpg,84.8,597129,152.2,19.141,0.3719
25.94,0.0431,IMG_5848.jpg,89.0,597129,158.5,11.52,0.2111
34.08,0.088,IMG_5849.jpg,74.1,599857,147.4,18.044,0.411
32.53,0.0978,IMG_5850.jpg,78.2,602645,147.7,17.458,0.4207
33.17,0.0725,IMG_5851.jpg,78.4,602645,142.7,17.38,0.3748
33.75,0.0895,IMG_5852.jpg,85.1,602645,142.9,17.926,0.3653
34.75,0.0983,IMG_5853.jpg,77.5,599857,147.4,19.241,0.4379
34.4,0.0921,IMG_5854.jpg,75.0,599857,148.2,19.071,0.4539
43.42,0.2534,IMG_5855.jpg,603.5,599857,158.6,37.43,0.7169
35.22,0.2143,IMG_5856.jpg,421.7,610937,152.7,29.183,0.6711
31.3,0.139,IMG_5857.jpg,206.9,599857,154.9,21.769,0.4654
38.92,0.2071,IMG_5858.jpg,455.4,602645,154.2,31.417,0.6413
38.57,0.224,IMG_5859.jpg,501.9,608189,153.7,32.21,0.686
30.07,0.207,IMG_5860.jpg,202.3,602645,152.4,24.579,0.5441
20.46,0.1886,IMG_5861.jpg,124.2,594457,152.8,14.059,0.4148
37.12,0.1853,IMG_5862.jpg,283.1,602645,154.5,28.608,0.5928
36.67,0.1809,IMG_5863.jpg,447.2,608189,154.4,28.094,0.5637
38.18,0.2009,IMG_5864.jpg,488.4,605381,152.2,29.998,0.6025
37.54,0.2453,IMG_5865.jpg,414.6,591665,153.2,31.661,0.7102
30.48,0.2093,IMG_5866.jpg,257.2,602645,152.1,25.137,0.6154
30.2,0.2117,IMG_5867.jpg,232.7,594457,152.9,24.886,0.612
40.47,0.2298,IMG_5868.jpg,560.1,610937,155.0,33.951,0.6874
