area_mean_px,area_median_px,budding_proxy_frac,cell_count,cell_density_per_Mpx,cell_gray_mean,cell_sat_mean,clustering_R,coverage_frac,file,focus_var,fov_area_px,fov_circularity,fov_r,height,method,scale,width
461.4,432.0,0.0,127,443.4,114.3,135.2,1.2767,0.2046,IMG_5407.jpg,101.1,286453,0.981,318.3,1100,cellpose,0.688,825
547.6,560.0,0.0,56,196.8,124.7,134.6,1.2004,0.1078,IMG_5408.jpg,90.1,284565,0.984,317.7,1100,cellpose,0.688,825
463.1,487.0,0.024,82,286.3,138.9,98.6,1.0723,0.1326,IMG_5409.jpg,91.9,286453,0.982,318.8,1100,cellpose,0.688,825
461.3,446.0,0.008,119,415.4,133.0,106.9,1.2549,0.1916,IMG_5410.jpg,108.4,286453,0.977,318.7,1100,cellpose,0.688,825
410.8,416.0,0.005,182,639.6,129.1,115.9,1.2358,0.2627,IMG_5411.jpg,121.1,284565,0.977,317.8,1100,cellpose,0.688,825
457.8,478.0,0.0,65,223.9,111.6,128.3,1.0818,0.1025,IMG_5431.jpg,80.9,290273,0.987,321.0,1100,cellpose,0.688,825
518.1,503.5,0.0,72,246.4,105.7,144.3,1.1349,0.1277,IMG_5432.jpg,83.2,292201,0.98,321.7,1100,cellpose,0.688,825
512.8,491.0,0.011,89,304.6,104.0,147.7,1.1149,0.1562,IMG_5433.jpg,76.8,292201,0.981,321.5,1100,cellpose,0.688,825
429.6,422.0,0.014,73,249.8,119.8,127.0,1.0935,0.1073,IMG_5434.jpg,83.3,292201,0.986,321.2,1100,cellpose,0.688,825
494.8,495.5,0.011,90,308.0,103.2,149.2,1.1937,0.1524,IMG_5435.jpg,84.0,292201,0.976,321.8,1100,cellpose,0.688,825
414.2,420.0,0.037,54,186.0,115.6,127.3,1.0189,0.0771,IMG_5436.jpg,79.5,290273,0.988,321.0,1100,cellpose,0.688,825
350.0,269.0,0.071,70,239.6,127.7,114.9,0.8879,0.0839,IMG_5437.jpg,82.5,292201,0.985,321.5,1100,cellpose,0.688,825
381.7,376.0,0.03,67,229.3,129.1,119.4,1.1698,0.0875,IMG_5438.jpg,83.0,292201,0.985,321.7,1100,cellpose,0.688,825
496.2,481.0,0.0,71,243.0,118.1,138.4,1.0386,0.1206,IMG_5439.jpg,78.3,292201,0.985,321.5,1100,cellpose,0.688,825
523.1,510.5,0.017,58,198.5,116.3,138.6,1.0257,0.1038,IMG_5440.jpg,72.9,292201,0.985,321.5,1100,cellpose,0.688,825
310.7,273.5,0.076,66,225.9,128.9,112.7,0.8917,0.0702,IMG_5441.jpg,73.3,292201,0.985,321.4,1100,cellpose,0.688,825
398.6,417.0,0.037,54,184.8,126.0,120.6,0.9865,0.0737,IMG_5442.jpg,75.2,292201,0.983,321.8,1100,cellpose,0.688,825
329.2,284.5,0.023,88,301.2,132.5,113.2,0.808,0.0991,IMG_5443.jpg,71.5,292201,0.985,321.5,1100,cellpose,0.688,825
441.8,434.0,0.027,73,249.8,118.5,138.4,1.0304,0.1104,IMG_5444.jpg,74.9,292201,0.984,321.6,1100,cellpose,0.688,825
395.3,389.0,0.017,115,386.0,133.1,112.6,1.1477,0.1526,IMG_5445.jpg,130.8,297965,0.979,325.2,1100,cellpose,0.688,825
485.4,464.0,0.01,97,329.8,118.7,132.6,1.1698,0.1601,IMG_5446.jpg,86.5,294137,0.978,322.7,1100,cellpose,0.688,825
429.9,413.5,0.009,114,387.6,123.1,129.6,1.1477,0.1666,IMG_5447.jpg,88.3,294137,0.982,322.4,1100,cellpose,0.688,825
335.4,305.0,0.041,73,248.2,134.9,107.3,0.9539,0.0832,IMG_5448.jpg,78.8,294137,0.979,322.9,1100,cellpose,0.688,825
412.0,432.0,0.027,73,248.2,126.7,114.8,1.1827,0.1023,IMG_5449.jpg,91.4,294137,0.98,322.3,1100,cellpose,0.688,825
334.3,293.0,0.04,101,343.4,130.5,110.9,1.0318,0.1148,IMG_5450.jpg,95.0,294137,0.981,322.6,1100,cellpose,0.688,825
487.1,470.0,0.036,110,374.0,111.0,141.8,1.2186,0.1822,IMG_5451.jpg,98.2,294137,0.978,322.5,1100,cellpose,0.688,825
488.6,462.0,0.0,129,441.5,111.2,139.8,1.3035,0.2157,IMG_5452.jpg,94.9,292201,0.972,322.1,1100,cellpose,0.688,825
434.4,401.0,0.006,165,550.3,122.0,124.6,1.2616,0.239,IMG_5490.jpg,145.6,299861,0.979,326.3,1100,cellpose,0.688,825
397.7,391.0,0.03,165,550.3,130.0,120.8,1.2691,0.2189,IMG_5491.jpg,125.2,299861,0.982,325.8,1100,cellpose,0.688,825
392.8,400.0,0.041,123,410.2,130.4,115.9,1.2382,0.1611,IMG_5492.jpg,134.5,299861,0.982,325.8,1100,cellpose,0.688,825
414.9,403.0,0.014,141,470.2,126.8,125.6,1.184,0.1951,IMG_5493.jpg,130.9,299861,0.983,326.0,1100,cellpose,0.688,825
414.5,392.0,0.021,142,470.4,128.4,119.6,1.2394,0.195,IMG_5494.jpg,143.8,301893,0.979,326.7,1100,cellpose,0.688,825
417.7,400.0,0.012,163,539.9,125.9,116.6,1.2196,0.2255,IMG_5495.jpg,131.3,301893,0.977,327.4,1100,cellpose,0.688,825
292.3,268.0,0.132,106,353.5,139.0,99.4,0.9459,0.1033,IMG_5496.jpg,111.9,299861,0.977,326.3,1100,cellpose,0.688,825
283.8,269.0,0.046,108,357.7,135.6,102.5,1.0147,0.1015,IMG_5497.jpg,132.4,301893,0.977,326.8,1100,cellpose,0.688,825
324.7,269.0,0.067,135,447.2,133.6,100.8,1.122,0.1452,IMG_5498.jpg,128.3,301893,0.979,326.5,1100,cellpose,0.688,825
321.1,287.5,0.125,64,210.7,138.6,99.8,1.2171,0.0676,IMG_5499.jpg,120.2,303809,0.974,327.5,1100,cellpose,0.688,825
301.3,265.0,0.097,72,238.5,143.4,99.1,1.0255,0.0719,IMG_5500.jpg,106.7,301893,0.977,326.9,1100,cellpose,0.688,825
303.2,267.0,0.064,110,364.4,134.4,109.3,0.9808,0.1105,IMG_5501.jpg,106.8,301893,0.977,326.5,1100,cellpose,0.688,825
321.1,290.0,0.062,81,268.3,138.0,109.2,0.9646,0.0861,IMG_5502.jpg,101.4,301893,0.977,326.8,1100,cellpose,0.688,825
355.7,266.0,0.057,70,233.4,137.6,104.5,0.938,0.083,IMG_5503.jpg,120.6,299861,0.982,325.6,1100,cellpose,0.688,825
291.2,252.0,0.09,67,223.4,141.4,100.7,1.0209,0.0651,IMG_5504.jpg,113.7,299861,0.979,325.9,1100,cellpose,0.688,825
476.1,445.0,0.045,88,295.3,127.4,122.0,1.0207,0.1406,IMG_5505.jpg,125.2,297965,0.983,325.0,1100,cellpose,0.688,825
560.4,533.0,0.023,43,144.3,124.0,132.6,0.947,0.0809,IMG_5506.jpg,117.1,297965,0.981,325.2,1100,cellpose,0.688,825
572.7,587.0,0.034,29,97.3,128.7,123.1,0.9937,0.0557,IMG_5507.jpg,109.4,297965,0.982,324.5,1100,cellpose,0.688,825
452.3,446.5,0.026,76,255.1,128.2,124.9,1.0145,0.1154,IMG_5508.jpg,124.9,297965,0.984,324.8,1100,cellpose,0.688,825
344.4,317.0,0.028,72,240.1,140.5,101.0,1.0014,0.0827,IMG_5509.jpg,113.0,299861,0.98,325.8,1100,cellpose,0.688,825
467.4,467.0,0.009,106,355.7,123.6,130.7,1.1329,0.1663,IMG_5510.jpg,132.1,297965,0.98,325.2,1100,cellpose,0.688,825
544.2,539.0,0.011,87,292.0,122.8,131.1,1.2292,0.1589,IMG_5511.jpg,118.8,297965,0.979,325.2,1100,cellpose,0.688,825
535.3,538.0,0.035,86,286.8,122.1,130.9,1.2291,0.1535,IMG_5512.jpg,115.8,299861,0.977,325.3,1100,cellpose,0.688,825
515.8,505.0,0.027,75,250.1,120.7,129.0,1.0342,0.129,IMG_5513.jpg,108.7,299861,0.977,325.4,1100,cellpose,0.688,825
473.4,473.5,0.0,100,335.6,125.3,128.9,1.1614,0.1589,IMG_5514.jpg,118.0,297965,0.981,324.9,1100,cellpose,0.688,825
403.2,413.0,0.006,175,583.6,129.2,109.3,1.3054,0.2353,IMG_5542.jpg,149.5,299861,0.979,325.8,1100,cellpose,0.688,825
423.3,409.5,0.004,274,913.8,123.4,123.4,1.4578,0.3868,IMG_5543.jpg,147.5,299861,0.974,326.3,1100,cellpose,0.688,825
446.9,426.0,0.0,170,570.5,115.3,131.6,1.3196,0.255,IMG_5544.jpg,137.1,297965,0.975,325.0,1100,cellpose,0.688,825
442.8,432.0,0.008,259,863.7,119.0,129.0,1.4904,0.3825,IMG_5545.jpg,154.3,299861,0.977,325.9,1100,cellpose,0.688,825
419.1,407.0,0.008,241,803.7,121.8,123.5,1.4197,0.3369,IMG_5546.jpg,156.6,299861,0.976,326.1,1100,cellpose,0.688,825
406.0,394.0,0.0,258,860.4,130.9,112.6,1.4285,0.3493,IMG_5547.jpg,166.3,299861,0.979,325.8,1100,cellpose,0.688,825
398.3,374.0,0.0,211,703.7,126.3,114.7,1.3851,0.2803,IMG_5548.jpg,152.7,299861,0.982,325.4,1100,cellpose,0.688,825
412.5,393.0,0.013,150,496.9,128.3,110.5,1.2768,0.205,IMG_5549.jpg,147.8,301893,0.974,326.3,1100,cellpose,0.688,825
391.0,386.5,0.0,196,649.2,127.6,114.6,1.3856,0.2538,IMG_5550.jpg,156.2,301893,0.976,326.4,1100,cellpose,0.688,825
391.3,375.0,0.003,299,997.1,124.4,121.4,1.4966,0.3902,IMG_5551.jpg,172.8,299861,0.977,326.1,1100,cellpose,0.688,825
394.4,393.0,0.0,292,973.8,125.9,117.3,1.4974,0.3841,IMG_5552.jpg,165.4,299861,0.976,326.2,1100,cellpose,0.688,825
413.2,398.0,0.003,301,1003.8,127.0,121.6,1.5112,0.4148,IMG_5553.jpg,134.7,299861,0.977,325.8,1100,cellpose,0.688,825
453.4,441.0,0.008,263,871.2,123.1,125.0,1.5071,0.395,IMG_5554.jpg,130.4,301893,0.974,326.4,1100,cellpose,0.688,825
418.1,396.0,0.004,283,943.8,122.2,125.7,1.4798,0.3946,IMG_5555.jpg,151.1,299861,0.976,325.8,1100,cellpose,0.688,825
455.5,455.0,0.0,282,940.4,121.8,124.2,1.5372,0.4283,IMG_5556.jpg,152.0,299861,0.977,325.4,1100,cellpose,0.688,825
377.6,352.5,0.03,134,446.9,128.6,116.5,1.2962,0.1687,IMG_5557.jpg,121.3,299861,0.978,326.1,1100,cellpose,0.688,825
434.7,435.0,0.013,229,778.5,114.6,126.8,1.4327,0.3384,IMG_5558.jpg,106.4,294137,0.974,323.0,1100,cellpose,0.688,825
441.8,444.0,0.012,255,866.9,116.5,129.3,1.4836,0.383,IMG_5559.jpg,118.1,294137,0.976,322.7,1100,cellpose,0.688,825
475.9,466.0,0.008,245,827.6,108.7,136.6,1.4977,0.3939,IMG_5560.jpg,99.5,296025,0.969,323.6,1100,cellpose,0.688,825
420.4,401.0,0.008,257,873.7,116.9,130.1,1.4942,0.3674,IMG_5561.jpg,121.6,294137,0.976,323.0,1100,cellpose,0.688,825
398.2,386.5,0.007,272,924.7,122.9,124.2,1.5292,0.3682,IMG_5562.jpg,114.2,294137,0.976,323.1,1100,cellpose,0.688,825
423.1,410.5,0.003,292,992.7,115.9,132.7,1.5555,0.42,IMG_5563.jpg,119.4,294137,0.975,322.4,1100,cellpose,0.688,825
402.7,377.0,0.007,299,1023.3,122.6,119.1,1.5536,0.4121,IMG_5564.jpg,130.7,292201,0.978,321.4,1100,cellpose,0.688,825
411.7,393.0,0.003,302,1033.5,120.4,121.7,1.5613,0.4255,IMG_5565.jpg,132.4,292201,0.973,321.6,1100,cellpose,0.688,825
395.5,382.0,0.0,329,1125.9,122.9,116.8,1.5976,0.4453,IMG_5566.jpg,137.5,292201,0.975,321.8,1100,cellpose,0.688,825
413.0,410.0,0.0,317,1084.9,119.1,123.8,1.5634,0.4481,IMG_5567.jpg,135.5,292201,0.974,321.3,1100,cellpose,0.688,825
407.0,406.0,0.017,242,828.2,121.6,117.2,1.5162,0.3371,IMG_5568.jpg,112.8,292201,0.975,321.1,1100,cellpose,0.688,825
382.5,362.0,0.041,195,667.3,124.6,112.8,1.3006,0.2553,IMG_5569.jpg,101.2,292201,0.976,321.2,1100,cellpose,0.688,825
369.3,360.0,0.055,164,561.3,124.4,113.7,1.22,0.2073,IMG_5570.jpg,103.0,292201,0.971,321.2,1100,cellpose,0.688,825
402.7,387.0,0.004,245,838.5,122.3,119.8,1.5014,0.3376,IMG_5571.jpg,122.0,292201,0.973,321.8,1100,cellpose,0.688,825
403.5,404.0,0.004,245,844.0,122.3,114.9,1.5162,0.3406,IMG_5572.jpg,120.7,290273,0.977,320.8,1100,cellpose,0.688,825
409.3,398.0,0.004,277,954.3,123.3,125.0,1.5539,0.3906,IMG_5573.jpg,135.6,290273,0.978,321.0,1100,cellpose,0.688,825
416.9,414.0,0.008,265,906.9,123.0,123.5,1.535,0.3781,IMG_5574.jpg,122.2,292201,0.975,321.3,1100,cellpose,0.688,825
412.5,397.0,0.003,323,1105.4,123.5,121.2,1.6122,0.456,IMG_5575.jpg,133.6,292201,0.975,321.7,1100,cellpose,0.688,825
397.7,397.0,0.01,210,723.5,121.1,119.6,1.4848,0.2877,IMG_5576.jpg,117.2,290273,0.976,321.0,1100,cellpose,0.688,825
366.0,348.5,0.129,140,479.1,124.7,116.3,1.2443,0.1754,IMG_5577.jpg,105.0,292201,0.971,321.1,1100,cellpose,0.688,825
398.0,392.0,0.005,371,1269.7,125.7,113.8,1.6802,0.5054,IMG_5578.jpg,141.7,292201,0.973,322.0,1100,cellpose,0.688,825
404.5,396.0,0.008,353,1208.1,126.2,116.7,1.6585,0.4887,IMG_5579.jpg,144.6,292201,0.975,321.4,1100,cellpose,0.688,825
394.8,375.0,0.009,338,1156.7,125.3,119.1,1.6377,0.4567,IMG_5580.jpg,141.8,292201,0.975,321.4,1100,cellpose,0.688,825
422.5,405.0,0.0,286,978.8,121.2,129.3,1.5627,0.4135,IMG_5581.jpg,133.3,292201,0.977,321.3,1100,cellpose,0.688,825
415.6,402.0,0.0,225,764.9,116.3,133.5,1.3876,0.3179,IMG_5609.jpg,130.2,294137,0.974,322.3,1100,cellpose,0.688,825
442.5,435.5,0.005,222,749.9,116.2,134.8,1.3559,0.3319,IMG_5610.jpg,123.3,296025,0.973,323.4,1100,cellpose,0.688,825
439.5,442.0,0.005,214,727.6,113.8,138.7,1.3909,0.3198,IMG_5611.jpg,125.6,294137,0.974,322.9,1100,cellpose,0.688,825
451.4,430.0,0.006,161,551.0,110.1,146.9,1.2665,0.2487,IMG_5612.jpg,107.8,292201,0.976,321.9,1100,cellpose,0.688,825
471.8,461.0,0.007,151,513.4,112.2,144.4,1.2945,0.2422,IMG_5613.jpg,107.3,294137,0.976,322.7,1100,cellpose,0.688,825
414.1,402.5,0.0,174,591.6,119.5,126.1,1.2727,0.245,IMG_5614.jpg,117.4,294137,0.979,322.3,1100,cellpose,0.688,825
414.3,406.5,0.0,128,435.2,122.0,125.2,1.2534,0.1803,IMG_5615.jpg,107.8,294137,0.977,323.1,1100,cellpose,0.688,825
446.3,442.0,0.0,137,468.9,115.0,136.8,1.2355,0.2093,IMG_5616.jpg,106.4,292201,0.983,321.8,1100,cellpose,0.688,825
456.4,443.0,0.0,235,804.2,114.3,135.9,1.4266,0.3671,IMG_5617.jpg,135.4,292201,0.978,321.9,1100,cellpose,0.688,825
455.3,432.5,0.0,172,588.6,114.8,137.3,1.3138,0.268,IMG_5618.jpg,116.1,292201,0.979,322.1,1100,cellpose,0.688,825
458.3,440.0,0.0,181,619.4,111.7,142.9,1.3499,0.2839,IMG_5619.jpg,116.5,292201,0.978,321.4,1100,cellpose,0.688,825
455.5,435.0,0.011,187,640.0,111.6,138.2,1.3779,0.2915,IMG_5620.jpg,117.1,292201,0.975,321.6,1100,cellpose,0.688,825
391.3,361.0,0.058,121,414.1,125.1,118.5,1.2568,0.162,IMG_5621.jpg,91.0,292201,0.977,321.9,1100,cellpose,0.688,825
407.9,395.5,0.007,142,486.0,124.9,120.1,1.3776,0.1982,IMG_5622.jpg,100.4,292201,0.976,321.8,1100,cellpose,0.688,825
426.2,424.0,0.005,193,664.9,119.6,133.2,1.4056,0.2834,IMG_5623.jpg,112.3,290273,0.979,320.5,1100,cellpose,0.688,825
429.7,413.0,0.01,199,685.6,117.8,135.5,1.3968,0.2946,IMG_5624.jpg,123.6,290273,0.978,320.9,1100,cellpose,0.688,825
402.5,388.0,0.006,175,602.9,121.3,128.6,1.3545,0.2427,IMG_5625.jpg,111.1,290273,0.982,321.0,1100,cellpose,0.688,825
415.2,415.0,0.017,120,410.7,125.5,121.9,1.2115,0.1705,IMG_5626.jpg,103.7,292201,0.982,321.9,1100,cellpose,0.688,825
442.4,431.0,0.0,170,581.8,120.5,131.3,1.3442,0.2574,IMG_5627.jpg,114.9,292201,0.978,322.1,1100,cellpose,0.688,825
423.4,402.0,0.0,110,376.5,121.5,126.4,1.2277,0.1594,IMG_5628.jpg,100.5,292201,0.982,321.6,1100,cellpose,0.688,825
441.5,428.0,0.0,106,360.4,119.4,135.2,1.1381,0.1591,IMG_5629.jpg,101.0,294137,0.98,322.3,1100,cellpose,0.688,825
472.2,460.0,0.0,115,393.6,114.9,141.6,1.2615,0.1858,IMG_5630.jpg,111.0,292201,0.978,321.3,1100,cellpose,0.688,825
482.1,478.0,0.0,152,520.2,111.4,146.4,1.3328,0.2508,IMG_5631.jpg,110.2,292201,0.974,321.6,1100,cellpose,0.688,825
319.6,275.0,0.068,148,493.6,136.1,102.9,1.0604,0.1577,IMG_5658.jpg,96.9,299861,0.978,325.9,1100,cellpose,0.688,825
420.7,424.0,0.015,131,436.9,135.7,105.7,1.2305,0.1838,IMG_5659.jpg,94.8,299861,0.979,325.8,1100,cellpose,0.688,825
409.2,391.0,0.025,122,406.9,132.4,112.0,1.2296,0.1665,IMG_5660.jpg,103.7,299861,0.982,325.6,1100,cellpose,0.688,825
435.7,438.0,0.006,154,513.6,123.1,128.7,1.2227,0.2238,IMG_5661.jpg,106.4,299861,0.981,325.5,1100,cellpose,0.688,825
429.4,431.0,0.0,155,516.9,125.0,126.4,1.2236,0.222,IMG_5662.jpg,115.7,299861,0.977,326.2,1100,cellpose,0.688,825
414.2,397.5,0.015,134,446.9,124.2,124.1,1.2322,0.1851,IMG_5663.jpg,111.8,299861,0.978,326.0,1100,cellpose,0.688,825
445.2,456.5,0.006,154,513.6,120.4,129.5,1.2352,0.2286,IMG_5664.jpg,129.6,299861,0.981,325.4,1100,cellpose,0.688,825
387.9,368.5,0.083,120,400.2,135.1,106.3,1.0947,0.1552,IMG_5665.jpg,119.1,299861,0.979,325.9,1100,cellpose,0.688,825
432.8,423.5,0.017,116,389.3,127.1,123.0,1.1731,0.1685,IMG_5666.jpg,94.1,297965,0.985,325.0,1100,cellpose,0.688,825
418.3,419.5,0.0,118,393.5,131.6,117.3,1.2058,0.1646,IMG_5667.jpg,122.8,299861,0.981,325.7,1100,cellpose,0.688,825
412.0,412.0,0.017,118,393.5,132.0,117.9,1.1909,0.1621,IMG_5668.jpg,122.7,299861,0.981,325.7,1100,cellpose,0.688,825
525.2,518.0,0.017,120,400.2,110.1,136.9,1.324,0.2102,IMG_5669.jpg,80.8,299861,0.976,325.6,1100,cellpose,0.688,825
348.1,296.0,0.104,106,355.7,135.0,106.9,1.0204,0.1238,IMG_5670.jpg,90.6,297965,0.981,325.2,1100,cellpose,0.688,825
428.4,404.0,0.007,135,450.2,121.7,128.4,1.2072,0.1929,IMG_5671.jpg,119.1,299861,0.982,325.5,1100,cellpose,0.688,825
317.0,297.5,0.108,74,246.8,141.4,99.5,0.8243,0.0782,IMG_5672.jpg,103.9,299861,0.981,325.6,1100,cellpose,0.688,825
422.4,396.0,0.007,151,503.6,118.8,131.4,1.2325,0.2127,IMG_5673.jpg,122.0,299861,0.98,325.5,1100,cellpose,0.688,825
536.2,482.0,0.037,81,271.8,112.1,134.8,1.1696,0.1458,IMG_5674.jpg,101.2,297965,0.978,325.3,1100,cellpose,0.688,825
424.1,433.0,0.01,100,333.5,133.0,113.4,1.0891,0.1414,IMG_5675.jpg,98.3,299861,0.985,325.4,1100,cellpose,0.688,825
505.6,488.0,0.009,109,363.5,119.7,132.3,1.1333,0.1838,IMG_5676.jpg,90.4,299861,0.978,325.7,1100,cellpose,0.688,825
421.2,406.0,0.0,125,416.9,125.0,122.4,1.21,0.1756,IMG_5677.jpg,116.2,299861,0.979,326.0,1100,cellpose,0.688,825
434.1,412.0,0.0,113,376.8,119.0,135.2,1.1419,0.1636,IMG_5678.jpg,112.7,299861,0.977,326.1,1100,cellpose,0.688,825
411.6,407.0,0.008,128,429.6,131.1,114.3,1.2551,0.1768,IMG_5679.jpg,115.2,297965,0.984,325.2,1100,cellpose,0.688,825
409.9,424.0,0.025,118,396.0,132.7,110.4,1.1955,0.1623,IMG_5680.jpg,102.2,297965,0.983,325.2,1100,cellpose,0.688,825
366.0,351.5,0.019,104,370.3,134.1,134.4,1.184,0.1356,IMG_5681.jpg,132.7,280817,0.979,315.6,1100,cellpose,0.688,825
368.7,350.0,0.0,103,364.3,134.4,134.0,1.1904,0.1344,IMG_5682.jpg,122.8,282697,0.98,315.8,1100,cellpose,0.688,825
404.4,413.0,0.014,69,237.7,139.3,106.1,1.065,0.0961,IMG_5683.jpg,122.3,290273,0.984,320.1,1100,cellpose,0.688,825
414.8,397.0,0.008,129,444.4,124.4,129.1,1.2019,0.1843,IMG_5684.jpg,138.9,290273,0.979,321.1,1100,cellpose,0.688,825
459.9,450.5,0.019,104,353.6,124.4,132.7,1.0742,0.1626,IMG_5685.jpg,127.9,294137,0.974,322.4,1100,cellpose,0.688,825
461.8,446.5,0.019,106,360.4,124.2,132.7,1.0912,0.1664,IMG_5686.jpg,122.7,294137,0.974,322.4,1100,cellpose,0.688,825
367.5,376.0,0.036,55,188.2,131.0,112.7,0.9233,0.0692,IMG_5687.jpg,116.5,292201,0.98,321.4,1100,cellpose,0.688,825
425.2,407.0,0.026,116,397.0,122.9,130.5,1.0769,0.1688,IMG_5688.jpg,122.5,292201,0.98,321.3,1100,cellpose,0.688,825
403.1,376.0,0.009,108,369.6,125.4,126.4,1.1189,0.149,IMG_5689.jpg,109.0,292201,0.978,321.6,1100,cellpose,0.688,825
413.5,411.0,0.011,88,303.2,124.7,128.4,1.0725,0.1254,IMG_5690.jpg,121.4,290273,0.984,320.8,1100,cellpose,0.688,825
377.2,385.0,0.02,99,338.8,129.3,117.3,1.1387,0.1278,IMG_5691.jpg,121.6,292201,0.981,321.2,1100,cellpose,0.688,825
434.3,430.0,0.0,74,253.3,135.6,104.5,1.0916,0.11,IMG_5692.jpg,114.9,292201,0.981,321.2,1100,cellpose,0.688,825
376.7,354.0,0.035,85,290.9,135.8,104.3,1.0093,0.1096,IMG_5693.jpg,104.0,292201,0.981,321.2,1100,cellpose,0.688,825
459.4,449.0,0.011,89,304.6,118.5,140.1,1.1034,0.1399,IMG_5694.jpg,120.2,292201,0.977,321.7,1100,cellpose,0.688,825
393.2,436.0,0.02,51,175.7,142.3,101.8,1.008,0.0691,IMG_5695.jpg,97.9,290273,0.983,321.0,1100,cellpose,0.688,825
387.5,371.0,0.01,103,354.8,128.2,119.7,1.1328,0.1375,IMG_5696.jpg,119.3,290273,0.983,321.0,1100,cellpose,0.688,825
301.9,265.0,0.039,77,265.3,129.1,115.3,0.8016,0.0801,IMG_5723.jpg,70.7,290273,0.981,320.6,1100,cellpose,0.688,825
315.9,272.0,0.068,73,256.5,131.4,109.9,0.9011,0.081,IMG_5724.jpg,59.4,284565,0.978,317.1,1100,cellpose,0.688,825
419.7,413.5,0.028,36,123.2,130.9,116.2,1.0436,0.0517,IMG_5725.jpg,63.5,292201,0.978,321.5,1100,cellpose,0.688,825
421.4,421.0,0.0,69,237.7,126.7,120.8,1.1009,0.1002,IMG_5726.jpg,68.8,290273,0.983,320.7,1100,cellpose,0.688,825
327.9,264.0,0.065,77,265.3,129.7,112.1,0.7971,0.087,IMG_5727.jpg,64.4,290273,0.983,320.8,1100,cellpose,0.688,825
391.9,411.0,0.0,36,124.0,130.3,117.1,1.0286,0.0486,IMG_5728.jpg,60.4,290273,0.986,320.3,1100,cellpose,0.688,825
381.1,330.0,0.062,16,55.1,138.2,108.2,0.6623,0.021,IMG_5729.jpg,59.4,290273,0.986,320.1,1100,cellpose,0.688,825
382.9,388.0,0.0,16,55.1,139.4,115.5,0.9474,0.0211,IMG_5730.jpg,60.6,290273,0.985,320.4,1100,cellpose,0.688,825
392.7,384.0,0.054,37,127.5,129.6,116.9,0.9749,0.0501,IMG_5731.jpg,61.3,290273,0.986,320.4,1100,cellpose,0.688,825
399.4,396.5,0.026,76,261.8,125.0,123.3,1.0772,0.1046,IMG_5732.jpg,75.0,290273,0.986,320.1,1100,cellpose,0.688,825
376.0,357.0,0.051,79,272.2,127.1,116.4,0.9767,0.1023,IMG_5733.jpg,70.7,290273,0.984,320.4,1100,cellpose,0.688,825
400.8,390.5,0.034,58,199.8,124.4,124.6,0.9967,0.0801,IMG_5734.jpg,64.7,290273,0.982,320.7,1100,cellpose,0.688,825
411.8,432.0,0.013,79,272.2,127.5,118.6,1.0639,0.1121,IMG_5735.jpg,69.5,290273,0.981,321.0,1100,cellpose,0.688,825
467.0,457.0,0.022,90,306.0,119.6,134.8,1.0174,0.1429,IMG_5736.jpg,125.3,294137,0.977,322.6,1100,cellpose,0.688,825
436.3,442.0,0.039,77,261.8,118.9,142.1,1.0504,0.1142,IMG_5737.jpg,105.8,294137,0.981,322.7,1100,cellpose,0.688,825
467.9,455.0,0.015,130,442.0,114.8,141.0,1.2289,0.2068,IMG_5738.jpg,120.4,294137,0.977,322.3,1100,cellpose,0.688,825
389.7,387.0,0.013,78,265.2,128.8,127.5,1.024,0.1034,IMG_5739.jpg,115.8,294137,0.984,323.1,1100,cellpose,0.688,825
460.4,455.0,0.0,95,320.9,119.5,137.9,1.0485,0.1478,IMG_5740.jpg,119.0,296025,0.981,323.3,1100,cellpose,0.688,825
469.6,452.0,0.02,101,343.4,115.6,139.0,1.1713,0.1613,IMG_5741.jpg,110.3,294137,0.98,322.2,1100,cellpose,0.688,825
417.2,417.0,0.0,68,228.2,131.2,113.0,1.0561,0.0952,IMG_5742.jpg,111.5,297965,0.977,324.3,1100,cellpose,0.688,825
401.6,406.0,0.014,73,246.6,131.5,114.5,1.043,0.099,IMG_5743.jpg,120.0,296025,0.978,323.8,1100,cellpose,0.688,825
380.8,376.0,0.012,85,287.1,130.0,114.7,1.0323,0.1093,IMG_5744.jpg,123.8,296025,0.981,323.3,1100,cellpose,0.688,825
304.5,254.0,0.111,45,153.0,134.4,109.5,1.0219,0.0466,IMG_5745.jpg,108.3,294137,0.981,323.2,1100,cellpose,0.688,825
459.2,449.5,0.01,100,337.8,116.8,138.8,1.0785,0.1551,IMG_5746.jpg,119.4,296025,0.973,323.6,1100,cellpose,0.688,825
477.7,482.0,0.0,47,159.8,110.6,143.0,1.1464,0.0763,IMG_5747.jpg,102.7,294137,0.981,322.7,1100,cellpose,0.688,825
488.6,467.0,0.0,127,440.3,96.5,158.6,1.2657,0.2151,IMG_5776.jpg,104.3,288413,0.965,319.5,1100,cellpose,0.688,825
434.2,441.0,0.007,150,516.8,100.4,145.1,1.3143,0.2244,IMG_5777.jpg,100.8,290273,0.967,321.0,1100,cellpose,0.688,825
382.0,370.0,0.06,166,568.1,105.6,134.0,1.253,0.217,IMG_5778.jpg,113.0,292201,0.954,321.7,1100,cellpose,0.688,825
434.6,423.5,0.0,136,468.5,104.2,137.7,1.1675,0.2036,IMG_5779.jpg,94.8,290273,0.961,320.8,1100,cellpose,0.688,825
