area_mean_px,area_median_px,budding_proxy_frac,cell_count,cell_density_per_Mpx,cell_gray_mean,cell_sat_mean,clustering_R,coverage_frac,file,focus_var,fov_area_px,fov_circularity,fov_r,height,method,scale,width
446.1,441.0,0.011,373,1285.0,125.0,120.1,1.6567,0.5733,IMG_5195.jpg,146.4,290273,0.974,320.7,1100,cellpose,0.688,825
416.5,410.0,0.013,307,1050.6,124.5,112.1,1.5896,0.4376,IMG_5196.jpg,153.2,292201,0.976,321.1,1100,cellpose,0.688,825
412.9,401.0,0.007,400,1378.0,123.3,120.1,1.7169,0.5689,IMG_5197.jpg,174.0,290273,0.978,320.6,1100,cellpose,0.688,825
401.1,398.5,0.011,284,978.4,124.0,113.5,1.5656,0.3925,IMG_5198.jpg,149.8,290273,0.975,320.7,1100,cellpose,0.688,825
405.7,401.5,0.003,338,1156.7,117.9,120.7,1.6131,0.4693,IMG_5199.jpg,149.5,292201,0.975,322.1,1100,cellpose,0.688,825
415.1,405.0,0.005,395,1342.9,117.2,120.2,1.6803,0.5575,IMG_5200.jpg,162.5,294137,0.976,322.9,1100,cellpose,0.688,825
431.3,429.0,0.002,444,1509.5,120.0,121.7,1.7536,0.651,IMG_5201.jpg,183.0,294137,0.978,322.6,1100,cellpose,0.688,825
524.4,514.0,0.0,113,391.8,108.1,150.0,1.2389,0.2054,IMG_5202.jpg,90.0,288413,0.976,319.7,1100,cellpose,0.688,825
524.2,521.0,0.0,117,411.2,109.6,148.0,1.2989,0.2155,IMG_5203.jpg,88.1,284565,0.971,317.8,1100,cellpose,0.688,825
561.4,561.5,0.0,98,335.4,110.6,146.9,1.2776,0.1883,IMG_5204.jpg,74.0,292201,0.975,321.4,1100,cellpose,0.688,825
554.9,563.0,0.013,80,279.3,108.9,151.7,1.3052,0.155,IMG_5205.jpg,81.1,286453,0.979,318.5,1100,cellpose,0.688,825
535.8,515.5,0.0,88,307.2,105.8,152.8,1.3307,0.1646,IMG_5206.jpg,68.0,286453,0.976,318.6,1100,cellpose,0.688,825
537.3,520.5,0.0,82,280.6,105.3,152.0,1.2006,0.1508,IMG_5207.jpg,77.2,292201,0.979,322.1,1100,cellpose,0.688,825
526.5,500.0,0.0,74,256.6,107.8,153.9,1.1511,0.1351,IMG_5208.jpg,73.4,288413,0.978,319.5,1100,cellpose,0.688,825
505.8,486.5,0.009,106,372.5,107.7,146.8,1.2821,0.1884,IMG_5209.jpg,72.5,284565,0.971,317.7,1100,cellpose,0.688,825
493.7,499.0,0.0,117,403.1,102.4,154.3,1.3005,0.199,IMG_5210.jpg,72.5,290273,0.974,320.5,1100,cellpose,0.688,825
487.4,485.0,0.0,105,359.3,109.6,150.2,1.2045,0.1752,IMG_5211.jpg,79.0,292201,0.977,321.3,1100,cellpose,0.688,825
459.9,454.0,0.0,147,509.7,111.8,142.5,1.2942,0.2344,IMG_5212.jpg,96.5,288413,0.981,319.6,1100,cellpose,0.688,825
462.2,464.0,0.0,130,447.9,111.8,142.6,1.2463,0.207,IMG_5213.jpg,105.6,290273,0.978,320.7,1100,cellpose,0.688,825
454.0,462.5,0.008,120,418.9,111.8,143.2,1.2507,0.1902,IMG_5214.jpg,88.0,286453,0.981,318.8,1100,cellpose,0.688,825
471.7,443.5,0.0,118,411.9,115.6,135.8,1.2507,0.1943,IMG_5215.jpg,88.0,286453,0.982,318.3,1100,cellpose,0.688,825
420.3,420.5,0.042,118,403.8,125.7,116.8,1.2466,0.1697,IMG_5216.jpg,83.3,292201,0.98,321.1,1100,cellpose,0.688,825
469.8,470.0,0.0,93,322.5,117.4,137.9,1.1953,0.1515,IMG_5217.jpg,90.6,288413,0.984,319.9,1100,cellpose,0.688,825
447.5,441.5,0.008,118,403.8,119.6,131.7,1.2612,0.1807,IMG_5218.jpg,93.8,292201,0.981,321.1,1100,cellpose,0.688,825
498.3,481.5,0.03,66,227.4,112.8,141.3,1.1729,0.1133,IMG_5252.jpg,87.8,290273,0.977,320.3,1100,cellpose,0.688,825
